BI00A1200    2399T51C15     202203257288-6547                CONNECTOR MALE ASS'Y     PCN000120000000120000FN00000000020220101000120000NNMM0020220301164603    4N0N  0000007500000120530000134031200    YCYC    005400370024
BI00B32N3    NBT204 K       202203177273-3572-0W             CASSETTE BRACKET         CCN000004600000004600FN00000000020220401000004600NNE   20220301131047    4N0N  00000010000000134600000187132N3    ABYIPL-B004300270014
BI00B32N3    NBT204 K       202203177273-3574-0W             CASSETTE BRACKET         CCN000004800000004800FN00000000020220401000004800NNE   20220301131047    4N0N  00000010000000087700000140232N3    ABYIPL-B004300270014
BI00B32N3    #NBT204 K      202203177114-4022                TERMINAL                 CCN000030000000030000FN00000000020220401000030000NNE   20220301131044    2F0P  00001500000000708000001120632N3    ABYIPL-B006400630015
BI00B32N3    #NBT204 K      202203177183-2414                CONNECTOR HOUSING        CCN000004800000004800FN00000000020220401000004800NNE   20220301131044    2F0F  00000480000000779200001061032N3    ABYIPL-B005500360039
BI00B32N3    #NBT204 K      202203177183-6320                HOUSING                  CCN000004800000004800FN00000000020220401000004800NNE   20220301131044    2F0F  00000480000000820800001103632N3    ABYIPL-B005500360039
BI00B32N3    #NBT204 K      202203177189-3032                HOUSING FEMALE           CCN000001600000001600FN00000000020220401000001600NNE   20220301131044    2F0F  00000160000000788400001018432N3    ABYIPL-B005500360039
BI00B32N3    #NBT204 K      202203177189-3033                HOUSING FEMALE           CCN000004800000004800FN00000000020220401000004800NNE   20220301131044    2F0F  00000160000001211200001431232N3    ABYIPL-B005500360039
BI00B32N3    #NBT204 K      202203177189-3037                HOUSING FEMALE           CCN000004800000004800FN00000000020220401000004800NNE   20220301131044    2F0F  00000480000000806400001066432N3    ABYIPL-B005500360039
BI00B32N3    #NBT204 K      202203177287-9155                HOUSING FEMALE ASS'Y     CCN000001920000001920FN00000000020220401000001920NNE   20220301131044    2N0N  00000096000000853700001045232N3    ABYIPL-B005400370024
BI00B32N3    #NBT204 K      202203177289-2918                HOUSING FEMALE ASS'Y     CCN000002000000002000FN00000000020220401000002000NNE   20220301131044    2N0N  00000100000001016000001143032N3    ABYIPL-B005400370024
BI00B32N3    #NBT204 K      202203177154-5597-30             CASSETTE R/B             CCN000003200000003200FN00000000020220401000003200NNE   20220301131044    2F0F  00000080000000736000000952032N3    ABYIPL-B005500360039
BI00B32N3    #NBT204 K      202203177154-5712-30             CASSETTE R/B             CCN000004000000004000FN00000000020220401000004000NNE   20220301131044    2F0F  00000080000000827000001102032N3    ABYIPL-B005500360039
BI00B32N3    #NBT204 K      202203177158-3003-90             RUBBER STOPPER           CCN000060000000060000FN00000000020220401000060000NNE   20220301131044    2C0C  00002000000000250000000306032N3    ABYIPL-B002700430014
BI00B32N3    #NBT204 K      202203177158-3005-80             RUBBER STOPPER           CCN000040000000040000FN00000000020220401000040000NNE   20220301131044    2H0H  00002000000000210000000268732N3    ABYIPL-B002700430014
BI00B32N3    #NBT204 K      202203177172-5632-10             DUMMY PLUG               CCN000005000000020000FN00000000020220401000020000NNE   20220301131044    2H0H  00002000000000080400000131832N3    ABYIPL-B004300270014
BI00B32N3    #NBT204 K      202203177183-2414-30             CONNECTOR HOUSING        CCN000004800000004800FN00000000020220401000004800NNE   20220301131044    2F0F  00000480000000779500001061532N3    ABYIPL-B005500360039
BI00B32N3    #NBT204 K      202203177183-2416-30             HOUSING                  CCN000012000000012000FN00000000020220401000012000NNE   20220301131044    2F0F  00000240000001495200001770032N3    ABYIPL-B005500360039
BI00B32N3    #NBT204 K      202203177189-2978-30             HOUSING FEMALE           CCN000004500000004500FN00000000020220401000004500NNE   20220301131044    2F0F  00000150000000966900001096932N3    ABYIPL-B005400370024
BI00B32N3    #NBT204 K      202203177282-5845-30             HOUSING MALE ASS'Y       CCN000004000000004000FN00000000020220401000004000NNE   20220301131044    2N0N  00000400000001068000001178032N3    ABYIPL-B005400370024
BI00B32N3    #NBT204 K      202203177289-2919-30             HOUSING FEMALE ASS'Y     CCN000004500000004500FN00000000020220401000004500NNE   20220301131044    2N0N  00000150000000907500001034532N3    ABYIPL-B005400370024
BI00B32N3    @NBT204 K      202203177187-1769                HOUSING FEMALE           CCN000002000000002000FN00000000020220401000002000NNE   20220301131046    3F0F  00000200000001035800001182032N3    ABYIPL-B005500360039
BI00B32N3    @NBT204 K      202203177283-1223-30             HOUSING SUB ASSEMBLY     CCN000009600000009600FN00000000020220401000009600NNE   20220301131046    3N0N  00000480000000749300000998032N3    ABYIPL-B005500360039
BI00B32P8    TAPI-2044      202203307158-3009-60             RUBBER STOPPER           CCN000240000000240000FN00000000020220401000240000NNMD0620220301121453    1C0C  00002000000000338000000386232P8    YIYTM   002700430014
BI00B32P8    TAPI-2052      202204127158-3009-60             RUBBER STOPPER           CCN000260000000260000FN00000000020220501000260000NNMD0620220301121453    1C0C  00002000000000338000000386232P8    YIYTM   002700430014
BI00B32P8    TAPI-2053      202204207158-3009-60             RUBBER STOPPER           CCN000240000000240000FN00000000020220501000240000NNMD0620220301121453    1C0C  00002000000000338000000386232P8    YIYTM   002700430014
BI00B32P8    TAPI-2054      202204277158-3009-60             RUBBER STOPPER           CCN000260000000260000FN00000000020220501000260000NNMD0620220301121453    1C0C  00002000000000338000000386232P8    YIYTM   002700430014
BI00B32P8    TAPI-2055      202205047158-3009-60             RUBBER STOPPER           CCN000240000000240000FN00000000020220501000240000NNMD0620220301121453    1C0C  00002000000000338000000386232P8    YIYTM   002700430014
BI00B32Q8    #EU21124TMW    202203027289-4200-30             HOUSING FEMALE ASS'Y     CCN000058000000038000FN00000000020211201000038000NNMD0420220301161534    2N0N  00000200000000926000001021032Q8    EMEMI   005400370024
BI00B32Q8    #EU22033TMW    202203097172-5630-40             RUBBER STOPPER           CCN001800000001000000FN00000000020220301001000000NNM00020220301135036    2H0H  00002000000000044000000095132Q8    EMEMI   004300270014
BI00A32Q8    #EU22034TMW    202203097172-5630-40             RUBBER STOPPER           PCN002040000001040000FN00000000020220301001040000NNM00020220301134941    2H0H  00002000000000044000000095132Q8    EMEMI   004300270014
BI00B32Q8    EU22043 MW     202203237158-3022-80             RUBBER STOPPER           CCN000010000000010000FN00000000020220401000010000NNMD0620220301133241    1C0C  00000500000000467500000524032Q8    EMEMI   002700430014
BI00B32Q8    EU22044 MW     202204067158-3022-80             RUBBER STOPPER           CCN000005000000005000FN00000000020220401000005000NNMD0620220301133304    1C0C  00000500000000467500000524032Q8    EMEMI   002700430014
BI00B32Q8    EU22054 MW     202205047158-3022-80             RUBBER STOPPER           CCN000005000000005000FN00000000020220501000005000NNMD0620220301133321    1C0C  00000500000000467500000524032Q8    EMEMI   002700430014
BI00A32Q8    #EU22034TMW    202203147172-5630-40             RUBBER STOPPER           PCN001000000001000000FN00000000020220301001000000NNM00020220301134941    2H0H  00002000000000044000000095132Q8    EMEMI   004300270014
BI00A32Q8    #EU22033TMW    202203047172-5630-40             RUBBER STOPPER           PCN000800000000800000FN00000000020220301000800000NNM00020220301135036    2H0H  00002000000000044000000095132Q8    EMEMI   004300270014
BI00B32R4    HZYBW2205005   202204197158-3009-60             RUBBER STOPPER           CCN000020000000020000FN00000000020220501000020000NNE   20220301121453    1C0C  00002000000000338000000386232R4    HZHZYME 002700430014
BI00B32R4    #HZYBW2205005  202204197289-2912-40             HOUSING FEMALE ASS'Y     CCN000010000000010000FN00000000020220501000010000NNE   20220301121453    2N0N  00000200000000804000000931032R4    HZHZYME 005400370024
BI00B32R4    #HZYBW2205005  202204197157-3950-80             SEAL RUBBER              CCN000040000000040000FN00000000020220501000040000NNE   20220301121453    2C0C  00004000000000154000000440332R4    HZHZYME 002700430014
BI00B32R7    R-TAP220050    202203177158-3169-40             SEALING PLUG             CCN000480000000480000FN00000000020220301000480000NNED0620220301163310    1C0C  00004000000000156000000204132R7    IVYCIC  004300260014
BI00B32R7    R-TAP220095    202203247116-1686-02             TERMINAL                 CCN000021000000021000FN00000000020220401000021000NNE   20220301121453    4P0P  00002100000000869400001021632R7    IVYCIC  005100280028
BI00B32R7    R-TAP220096    202203107114-1301                TERMINAL                 CCN000039000000039000FN00000000020220301000039000NNED0720220301141556    4P0P  00001950000000614300000907932R7    IVYCIC  006400630015
BI00B32R7    R-TAP220096    202203107116-1471                TERMINAL                 CCN000180000000180000FN00000000020220301000180000NNED0720220301141556    4P0P  00001500000000579000000867232R7    IVYCIC  006400630015
BI00B32R7    R-TAP220096    202203107116-1473                TERMINAL                 CCN000054000000054000FN00000000020220301000054000NNED0720220301141556    4P0P  00001350000000523800000809032R7    IVYCIC  006400630015
BI00B32R7    R-TAP220096    202203107116-1486-02             TERMINAL                 CCN000016500000016500FN00000000020220301000016500NNED0720220301141556    4P0P  00001650000000655100000940332R7    IVYCIC  006400630015
BI00B32R7    R-TAP220096    202203107116-1685-02             TERMINAL                 CCN000120000000120000FN00000000020220301000120000NNED0720220301141556    4P0P  00002400000000897600001065232R7    IVYCIC  005100280028
BI00B32R7    R-TAP220096    202203107116-1686-02             TERMINAL                 CCN000042000000042000FN00000000020220301000042000NNED0720220301141556    4P0P  00002100000000869400001021632R7    IVYCIC  005100280028
BI00B32R7    R-TAP220096    202203107126-8851-02             TERMINAL                 CCN000153000000153000FN00000000020220301000153000NNED0720220301141133    1P0P  00000900000000739800001025032R7    IVYCIC  006400630015
BI00B32R7    R-TAP220096    202203107126-8852-02             TERMINAL                 CCN000007500000007500FN00000000020220301000007500NNED0720220301141133    1P0P  00000750000000648000000933232R7    IVYCIC  006400630015
BI00B32R7    R-TAP220097    202203107116-1471                TERMINAL                 CCN000210000000210000FN00000000020220301000210000NNE   20220301141556    4P0P  00001500000000579000000867232R7    IVYCIC  006400630015
BI00B32R7    R-TAP220097    202203107116-1685-02             TERMINAL                 CCN000072000000072000FN00000000020220301000072000NNE   20220301141556    4P0P  00002400000000897600001065232R7    IVYCIC  005100280028
BI00B32R7    R-TAP220097    202203107116-1686-02             TERMINAL                 CCN000021000000021000FN00000000020220301000021000NNE   20220301141556    4P0P  00002100000000869400001021632R7    IVYCIC  005100280028
BI00B32R7    R-TAP220097    202203107116-4022                TERMINAL                 CCN000013500000013500FN00000000020220301000013500NNE   20220301141556    4P0P  00001350000000618300000903532R7    IVYCIC  006400630015
BI00B32R7    R-TAP220097    202203107126-8851-02             TERMINAL                 CCN000054000000054000FN00000000020220301000054000NNE   20220301141133    1P0P  00000900000000739800001025032R7    IVYCIC  006400630015
BI00B32R7    R-TAP220097    202203107283-1968-30             CONNECTOR                CCN000002700000002700FN00000000020220301000002700NNE   20220301141133    1N0N  00000090000001140000001318332R7    IVYCIC  005600390040
BI00B32R7    R-TAP220098    202203317116-1473                TERMINAL                 CCN000027000000027000FN00000000020220401000027000NNE   20220301121453    4P0P  00001350000000523800000809032R7    IVYCIC  006400630015
BI00B32R7    R-TAP220098    202203317116-1486-02             TERMINAL                 CCN000016500000016500FN00000000020220401000016500NNE   20220301121453    4P0P  00001650000000655100000940332R7    IVYCIC  006400630015
BI00B32W2    #HN2203ANMW    202203027123-1424                CONNECTOR HOUSING        CCN000004200000004200FN00000000020220301000004200NNE00020220301121453    2F0F  00000420000000979400001124432W2    HNHNY   005400370024
BI00B32W2    @HN2203CNMW    202203087282-1040-30             HOUSING SUB ASSEMBLY     CCN000002400000002400FN00000000020220301000002400NNE   20220301131822    3N0N  00000240000001015900001258032W2    HNHNY   005500360039
BI00B32W4    4500182472     202203177158-3168-80             SEALED                   CCN001040000001040000FN00000000020220201001040000NNED0020220301152838W4561C0C  00002000000000044000000092132W456  HJYHK   004300260014
BI00A32W4    4500182504     202203037288-6547                CONNECTOR MALE ASS'Y     CCN000000750000000750FN00000000020211201000000750NNEM0020220301121453W4D44N0N  00000075000001205300001340332W4D4  HJYHK-J 005400370024
BI00A32W4    4500182707     202203037288-6547                CONNECTOR MALE ASS'Y     CCN000000750000000750FN00000000020211201000000750NNEM0020220301121453W4D44N0N  00000075000001205300001340332W4D4  HJYHK-J 005400370024
BI00B32W4    4500182929     202203247158-3168-80             SEALED                   CCN001000000001000000FN00000000020220201001000000NNED0020220301153016W4B71C0C  00002000000000044000000092132W4B7  HJYHK-J 004300260014
BI00B32W4    4500185279     202205047158-3168-80             SEALED                   CCN000520000000520000FN00000000020220401000520000NNED0020220301153242W4561C0C  00002000000000044000000092132W456  HJYHK   004300260014
BI00B32W4    4500185280     202204077158-3168-80             SEALED                   CCN000520000000520000FN00000000020220301000520000NNED0020220301153038W4561C0C  00002000000000044000000092132W456  HJYHK   004300260014
BI00B32W4    4500185280     202204077158-3169-40             SEALING PLUG             CCN000280000000280000FN00000000020220301000280000NNED0020220301153058W4561C0C  00004000000000156000000204132W456  HJYHK   004300260014
BI00B32W4    4500187465     202203247158-3169-40             SEALING PLUG             CCN001000000001000000FN00000000020220301001000000NNED0020220301153713W4B71C0C  00004000000000156000000204132W4B7  HJYHK-J 004300260014
BI00B32W4    4500187465     202203247158-3168-80             SEALED                   CCN001000000001000000FN00000000020220301001000000NNED0020220301153640W4B71C0C  00002000000000044000000092132W4B7  HJYHK-J 004300260014
BI00B32W4    4500187800     202205057158-3168-80             SEALED                   CCN000800000000800000FN00000000020220301000800000NNED0020220301153740W4B71C0C  00002000000000044000000092132W4B7  HJYHK-J 004300260014
BI00B32W4    4500187939     202203157158-3169-40             SEALING PLUG             CCN000400000000400000FN00000000020220301000400000NNED0020220301155446W41 1C0C  00004000000000156000000204132W41   HJYHK   004300260014
BI00B32W4    4500188075     202205057158-3169-40             SEALING PLUG             CCN000400000000400000FN00000000020220401000400000NNED0020220301153326W4561C0C  00004000000000156000000204132W456  HJYHK   004300260014
BI00B32W4    4500189090     202203247158-3169-40             SEALING PLUG             CCN000280000000280000FN00000000020220301000280000NNED0020220301153701W4B71C0C  00004000000000156000000204132W4B7  HJYHK-J 004300260014
BI00B32W4    4500189406     202205057158-3168-80             SEALED                   CCN002000000002000000FN00000000020220401002000000NNED0020220301153300W4B71C0C  00002000000000044000000092132W4B7  HJYHK-J 004300260014
BI00B32W4    4500189597     202205057158-3169-40             SEALING PLUG             CCN001000000001000000FN00000000020220401001000000NNED0020220301153824W4B71C0C  00004000000000156000000204132W4B7  HJYHK-J 004300260014
BI00B32W4    4500189597     202205057158-3168-80             SEALED                   CCN001000000001000000FN00000000020220401001000000NNED0020220301153757W4B71C0C  00002000000000044000000092132W4B7  HJYHK-J 004300260014
BI00B32W4    4500189922     202205197283-1020                CONNECTOR                CCN000204000000102000FN00000000020220301000102000NNED0220220301162139W4514N0N  00000600000000840000001049332W451  HJ32W9  005600390040
BI00B32W4    4500190036     202204287116-4120-02             TERMINAL                 CCN000006000000006000FN00000000020220401000006000NNED0020220301121453W48 4P0P  00000600000000780000001073632W48   HJYHK   006400630015
BI00B32W4    4500190036     202204287116-1230                TERMINAL                 CCN000013500000013500FN00000000020220401000013500NNED0020220301121453W48 4P0P  00001350000000664200000952432W48   HJYHK   006400630015
BI00B32W4    4500190036     202204287116-4025                TERMINAL                 CCN000032000000032000FN00000000020220401000032000NNED0020220301121453W48 4P0P  00001600000000644800000975132W48   HJYHK   006400630017
BI00B32W4    4500190036     202204287116-4121-02             TERMINAL                 CCN000027000000027000FN00000000020220401000027000NNED0020220301121453W48 4P0P  00000450000000618800000912432W48   HJYHK   006400630015
BI00B32W4    4500190036     202204287158-3070-80             RUBBER STOPPER           CCN000040000000040000FN00000000020220401000040000NNED0020220301121453W48 1C0C  00004000000000276000000333332W48   HJYHK   002700430014
BI00B32W4    4500190036     202204287158-3006-90             RUBBER STOPPER           CCN000020000000020000FN00000000020220401000020000NNED0020220301121453W48 1C0C  00002000000000330600000386032W48   HJYHK   002700430014
BI00B32W4    4500190036     202204287158-3166-60             WIRE SEAL                CCN000040000000040000FN00000000020220401000040000NNED0020220301121453W48 1C0C  00004000000000104000000152432W48   HJYHK   002700430014
BI00B32W4    #4500190036    202204287158-3121-80             WIRE SEAL                CCN000040000000040000FN00000000020220401000040000NNED0020220301121453W48 2C0C  00002000000000118000000187332W48   HJYHK   002700430014
BI00B32W4    #4500190036    202204287123-6423-30             CONNECTOR                CCN000006000000006000FN00000000020220401000006000NNED0020220301121453W48 2F0F  00000200000001002000001167632W48   HJYHK   005600390023
BI00B32W4    @4500190036    202204287123-4312-80             HOUSING                  CCN000005600000005600FN00000000020220401000005600NNED0020220301121453W48 3F0F  00000080000000644200000794032W48   HJYHK   005500360039
BI00B32W4    4500190037     202204217116-4122-02             TERMINAL                 CCN000004500000004500FN00000000020220401000004500NNED0020220301121453W48 4P0P  00000450000000656600000950232W48   HJYHK   006400630015
BI00B32W4    4500190037     202204217116-4025                TERMINAL                 CCN000016000000016000FN00000000020220401000016000NNED0020220301121453W48 4P0P  00001600000000644800000975132W48   HJYHK   006400630017
BI00B32W4    4500190037     202204217158-3006-90             RUBBER STOPPER           CCN000020000000020000FN00000000020220401000020000NNED0020220301121453W48 1C0C  00002000000000330600000386032W48   HJYHK   002700430014
BI00B32W4    4500190037     202204217222-6244-40             CONNECTOR                CCN000002400000002400FN00000000020220401000002400NNED0020220301121453W48 4N0N  00000080000001239200001422032W48   HJYHK   005600390040
BI00B32W4    4500190037     202204217289-7615-30             HOUSING FEMALE ASS'Y     CCN000004480000004480FN00000000020220401000004480NNED0020220301121453W48 4N0N  00000032000000738000000948032W48   HJYHK   005400370024
BI00B32W4    4500190037     202204217172-1372-10             FRONT HOLDER             CCN000003900000003900FN00000000020220401000003900NNED0020220301121453W48 4F0F  00000390000000655200000955232W48   HJYHK   005500360039
BI00B32W4    #4500190037    202204217183-2418                CONNECTOR HOUSING        CCN000004800000004800FN00000000020220401000004800NNED0020220301121453W48 2F0F  00000480000000917000001477032W48   HJYHK   005500360039
BI00B32W4    4500190038     202204077289-7615-30             HOUSING FEMALE ASS'Y     CCN000000640000000640FN00000000020220401000000640NNED0020220301121453W48 4N0N  00000032000000738000000948032W48   HJYHK   005400370024
BI00B32W4    #4500190038    202204077157-3952-80             RUBBER STOPPER           CCN000010000000010000FN00000000020220401000010000NNED0020220301121453W48 2C0C  00001000000000117000000175032W48   HJYHK   002700430014
BI00B32W4    #4500190039    202203317158-3003-90             RUBBER STOPPER           CCN000040000000040000FN00000000020220301000040000NNE   20220301121453W48 2C0C  00002000000000250000000306032W48   HJYHK   002700430014
BI00A32W4    4500190102     202205027158-3168-80             SEALED                   CCN000040000000040000FN00000000020220501000040000NNE   20220301121453W4P61C0C  00002000000000044000000092132W4P6  HJYHK-J 004300260014
BI00A32W4    4500190102     202205027158-3169-40             SEALING PLUG             CCN000040000000040000FN00000000020220501000040000NNE   20220301121453W4P61C0C  00004000000000156000000204132W4P6  HJYHK-J 004300260014
BI00B32W4    4500189922     202205267283-1020                CONNECTOR                CCN000102000000102000FN00000000020220301000102000NNED0220220301162145W4514N0N  00000600000000840000001049332W451  HJ32W9  005600390040
BI00B32W9    #4500190055    202203227283-8398-40             CONNECTOR                CCN000023100000023100FN00000000020220301000023100NNE   20220301121453W9  2N0N  00000154000001007000001171332W9    HKYHK   005600390023
BI00B32W9    4500190077     202204057158-3070-80             RUBBER STOPPER           CCN000080000000080000FN00000000020220401000080000NNE   20220301121453W9  1C0C  00004000000000276000000333332W9    HKYHK   002700430014
BI00B32W9    #4500190077    202204057283-8398-40             CONNECTOR                CCN000052360000052360FN00000000020220401000052360NNE   20220301121453W9  2N0N  00000154000001007000001171332W9    HKYHK   005600390023
BI00B32W9    4500190082     202204057158-3070-80             RUBBER STOPPER           CCN000400000000400000FN00000000020220401000400000NNE   20220301121453W9  1C0C  00004000000000276000000333332W9    HKYHK   002700430014
BI00B32W9    #4500190082    202204057283-8398-40             CONNECTOR                CCN000010780000010780FN00000000020220401000010780NNE   20220301121453W9  2N0N  00000154000001007000001171332W9    HKYHK   005600390023
BI00B32W9    4500190084     202203157289-3342-40             HOUSING FEMALE ASS'Y     CCN000043200000043200FN00000000020220301000043200NNE   20220301121453W9  1N0N  00000240000000686400000901432W9    HKYHK   005500360039
BI00B32W9    4500190097     202203297158-3166-60             WIRE SEAL                CCN000120000000120000FN00000000020220301000120000NNE   20220301121453W9  1C0C  00004000000000104000000152432W9    HKYHK   002700430014
BI00B32X5    TIB2007B       202202257172-5403-30             SEALED PACKING           CCN000012000000012000FY00001200020220401000000000NNED0020220301133538X5  1C0C  00000400000000653600000701732X5    EPYNA-E 004300270014
BI00B32X5    TIB2013        202202257017-1182-02             TERMINAL                 CCN000045000000045000FY00004500020220501000000000NNM00020220301133700X5  4P0P  00004500000001165500001318632X5    EPYNA-E 005100280028
BI00B32X5    TIB2013        202202257114-4486-02             TERMINAL                 CCN000072000000072000FY00007200020220501000000000NNM00020220301133700X5  4P0P  00002400000000662400000956032X5    EPYNA-E 006400630015
BI00B32X5    TIB2013        202202257114-4624-02             TERMINAL                 CCN000024000000024000FY00002400020220501000000000NNM00020220301133700X5  4P0P  00002400000000895200001188832X5    EPYNA-E 006400630015
BI00B32X5    TIB2013        202202257116-2951-02             TERMINAL                 CCN000010800000010800FY00001080020220501000000000NNM00020220301133700X5  4P0P  00000540000000817600001111832X5    EPYNA-E 006400630015
BI00B32X5    TIB2013        202202257116-4486-02             TERMINAL                 CCN000168000000168000FY00016800020220501000000000NNM00020220301133700X5  4P0P  00002800000000666400000995132X5    EPYNA-E 006400630017
BI00B32X5    TIB2013        202202257116-5046-02             TERMINAL                 CCN000120000000120000FY00012000020220501000000000NNM00020220301133700X5  4P0P  00001200000000544800000873532X5    EPYNA-E 006400630017
BI00B32X5    TIB2013        202202257158-3167-80             WIRE SEAL                CCN000020000000020000FY00002000020220501000000000NNM00020220301133700X5  1C0C  00002000000000048000000109032X5    EPYNA-E 002700430014
BI00B32X5    TIB2013        202202257195-0783-08             TERMINAL                 CCN000030000000030000FY00003000020220501000000000NNM00020220301133700X5  4P0P  00003000000000507000000801232X5    EPYNA-E 006400630015
BI00B32X5    TIB2013        202202257196-1325-02             TERMINAL FEMALE          CCN000240000000240000FY00024000020220501000000000NNM00020220301133700X5  4P0P  00006000000000450000000778732X5    EPYNA-E 006400630017
BI00B32X5    TIB2013        202202257296-0784-02             TERMINAL ALUMINIUM       CCN000096000000096000FY00009600020220501000000000NNM00020220301133700X5  4P0P  00002400000000480000000765232X5    EPYNA-E 006400630015
BI00B32X5    TIB2014        202202257116-4037                TERMINAL                 CCN000006000000006000FY00000600020220501000000000NNM00020220301133927X5  4P0P  00000600000000600000000894232X5    EPYNA-E 006400630015
BI00B32X5    TIB2014        202202257017-1180-02             TERMINAL                 CCN000504000000504000FY00050400020220501000000000NNM00020220301133927X5  4P0P  00007200000001065600001229032X5    EPYNA-E 005100280028
BI00B32X5    TIB2014        202202257017-1182-02             TERMINAL                 CCN000045000000045000FY00004500020220501000000000NNM00020220301133927X5  4P0P  00004500000001165500001318632X5    EPYNA-E 005100280028
BI00B32X5    TIB2014        202202257114-4486-02             TERMINAL                 CCN000096000000096000FY00009600020220501000000000NNM00020220301133927X5  4P0P  00002400000000662400000956032X5    EPYNA-E 006400630015
BI00B32X5    TIB2014        202202257114-4624-02             TERMINAL                 CCN000024000000024000FY00002400020220501000000000NNM00020220301133927X5  4P0P  00002400000000895200001188832X5    EPYNA-E 006400630015
BI00B32X5    TIB2014        202202257116-1685-02             TERMINAL                 CCN000096000000096000FY00009600020220501000000000NNM00020220301133927X5  4P0P  00002400000000897600001065232X5    EPYNA-E 005100280028
BI00B32X5    TIB2014        202202257116-1686-02             TERMINAL                 CCN000021000000021000FY00002100020220501000000000NNM00020220301133927X5  4P0P  00002100000000869400001021632X5    EPYNA-E 005100280028
BI00B32X5    TIB2014        202202257116-2951-02             TERMINAL                 CCN000010800000010800FY00001080020220501000000000NNM00020220301133927X5  4P0P  00000540000000817600001111832X5    EPYNA-E 006400630015
BI00B32X5    TIB2014        202202257116-4486-02             TERMINAL                 CCN000168000000168000FY00016800020220501000000000NNM00020220301133927X5  4P0P  00002800000000666400000995132X5    EPYNA-E 006400630017
BI00B32X5    TIB2014        202202257116-5045-02             TERMINAL                 CCN000160000000160000FY00016000020220501000000000NNM00020220301133927X5  4P0P  00001600000000678400001007132X5    EPYNA-E 006400630017
BI00B32X5    TIB2014        202202257116-5046-02             TERMINAL                 CCN000072000000072000FY00007200020220501000000000NNM00020220301133927X5  4P0P  00001200000000544800000873532X5    EPYNA-E 006400630017
BI00B32X5    TIB2014        202202257137-3047-30             UNIT PACKING             CCN000008000000008000FY00000800020220501000000000NNM00020220301133927X5  1C0C  00000100000000170500000218932X5    EPYNA-E 002700430014
BI00B32X5    TIB2014        202202257172-5402-30             SEAL RUBBER              CCN000032000000032000FY00003200020220501000000000NNM00020220301133927X5  1C0C  00000800000000457600000506032X5    EPYNA-E 004300270014
BI00B32X5    TIB2014        202202257173-3291-40             LIF LEVER                CCN000004800000004800FY00000480020220501000000000NNM00020220301133927X5  1F0F  00000240000000867800001067832X5    EPYNA-E 005500360039
BI00B32X5    TIB2014        202202257196-0510-02             TERMINAL                 CCN000048000000048000FY00004800020220501000000000NNM00020220301133927X5  4P0P  00002400000000871200001034632X5    EPYNA-E 002800510028
BI00B32X5    TIB2014        202202257196-1104-02             TERMINAL                 CCN000090000000090000FY00009000020220501000000000NNM00020220301133927X5  4P0P  00002250000000441000000726232X5    EPYNA-E 006400630015
BI00B32X5    TIB2014        202202257196-1325-02             TERMINAL FEMALE          CCN000180000000180000FY00018000020220501000000000NNM00020220301133927X5  4P0P  00006000000000450000000778732X5    EPYNA-E 006400630017
BI00B32X5    TIB2014        202202257196-1326-02             TERMINAL FEMALE          CCN000240000000240000FY00024000020220501000000000NNM00020220301133927X5  4P0P  00006000000000456000000784732X5    EPYNA-E 006400630017
BI00B32X5    TIB2014        202202257296-0784-02             TERMINAL ALUMINIUM       CCN000096000000096000FY00009600020220501000000000NNM00020220301133927X5  4P0P  00002400000000480000000765232X5    EPYNA-E 006400630015
BI00B32Y5    TTA32051       202203027283-5845-40             CONNECTOR HOUSING        CCN000024000000024000FN00000000020220501000024000NNM00220220301121453    1N0N  00000600000000444000000606332Y5    BZYBL   005400370024
BI00B32Y5    TTA32054       202203047288-6547                CONNECTOR MALE ASS'Y     CCN000003000000003000FN00000000020220501000003000NNM00020220301121453    4N0N  00000075000001205300001340332Y5    BZYBL   005400370024
BI00B32Y5    TTA32051       202203027289-6547                HOUSING FEMALE ASS'Y     CCN000002400000002400FN00000000020220501000002400NNM00020220301121453    1N0N  00000240000001152000001362032Y5    BZYBL   005500360039
BI00B32Y5    TTA32052       202203027289-6547                HOUSING FEMALE ASS'Y     CCN000002400000002400FN00000000020220501000002400NNM00020220301121453    1N0N  00000240000001152000001362032Y5    BZYBL   005500360039
BI00B32Y5    TTA32055       202203047288-6547                CONNECTOR MALE ASS'Y     CCN000006750000006750FN00000000020220501000006750NNE00020220301121453    4N0N  00000075000001205300001340332Y5    BZYBL   005400370024
BI00B32Y5    TTA32055       202203027289-3342                HOUSING FEMALE ASS'Y     CCN000002400000002400FN00000000020220501000002400NNE00020220301121453    1N0N  00000240000000686400000901432Y5    BZYBL   005500360039
BI00B32Y5    TTA32061       202203047196-0510-02             TERMINAL                 CCN000024000000024000FN00000000020220601000024000NNM00020220301121453    4P0P  00002400000000871200001034632Y5    BZYBL   002800510028
BI00B32Y5    TTA32061       202203047282-4576                HOUSING MALE ASS'Y       CCN000004800000004800FN00000000020220601000004800NNM00020220301121453    4N0N  00000240000000808800001028832Y5    BZYBL   005500360039
BI00B32Y5    TTA32063       202203047282-4576                HOUSING MALE ASS'Y       CCN000004800000004800FN00000000020220601000004800NNM00020220301121453    4N0N  00000240000000808800001028832Y5    BZYBL   005500360039
