BI00A1200    2399T51C15     202203257288-6547                CONNECTOR MALE ASS'Y     PCN000120000000120000FN00000000020220101000120000NNMM0020220301164603    4N0N  0000007500000120530000134031200    YCYC    005400370024
BI00B32D2    DGTC2218       202203107158-3165-90             WIRE SEAL                CCN000040000000000000FY00000000020220501000000000NNMQ0820220301083947    1C0C  00004000000000124000000172432D2    TGYOT-G 004300270014
BI00A32D2    DGTC2218       202203077289-6547                HOUSING FEMALE ASS'Y     CCN000007200000007200FN00000000020220501000007200NNMM0020220301131409    1N0N  00000240000001152000001362032D2    TGYOT-G 005500360039
BI00B32D2    DGTC2218       202203107388-2978-30             HOUSING MALE ASS'Y       CCN000028320000007680FN00000000020220501000007680NNMD0020220301131334    1N0N  00000048000000742000001122032D2    TGYOT-G 005500360039
BI00A32D2    DGTC2218       202203047388-2978-30             HOUSING MALE ASS'Y       CCN000013440000013440FN00000000020220501000013440NNMM0020220301145509    1N0N  00000048000000742000001122032D2    TGYOT-G 005500360039
BI00A32D9    I21003         202203047289-3342                HOUSING FEMALE ASS'Y     PCN000012000000012000FN00000000020220301000012000NNMD0420220301121453    1N0N  00000240000000686400000901432D9    UEHESTO 005500360039
BI00B32EJ    T220228P01     202203317158-3070-80             RUBBER STOPPER           CCN000040000000040000FN00000000020220301000040000NNE   20220301121453EJ  1C0C  00004000000000276000000333332EJ    EJYKBO  002700430014
BI00B32EJ    T220228P01     202203317116-4100-02             TERMINAL                 CCN000030000000030000FN00000000020220301000030000NNE   20220301121453EJ  4P0P  00001500000000696000000990232EJ    EJYKBO  006400630015
BI00B32EJ    #T220228P01    202203317158-3120-90             CONNECTOR WIRE SEAL      CCN000040000000040000FN00000000020220301000040000NNE   20220301121453EJ  2C0C  00002000000000136000000194032EJ    EJYKBO  002700430014
BI00B32EJ    #T220228P02    202203317158-3120-90             CONNECTOR WIRE SEAL      CCN000040000000040000FN00000000020220301000040000NNE   20220301121453EJ  2C0C  00002000000000136000000194032EJ    EJYKBO  002700430014
BI00B32EJ    #T220228P02    202203317283-8397-40             CONNECTOR                CCN000006160000006160FN00000000020220301000006160NNE   20220301121453EJ  2N0N  00000154000001007000001222732EJ    EJYKBO  005600390023
BI00B32EJ    #T220228P03    202203317282-3020                CONNECTOR                CCN000001000000001000FN00000000020220301000001000NNE   20220301121453EJ  2N0N  00000100000000984000001145432EJ    EJYKBO  005500360039
BI00B32EJ    #T220228P04    202204287282-3020                CONNECTOR                CCN000005000000005000FN00000000020220401000005000NNE   20220301121453EJ  2N0N  00000100000000984000001145432EJ    EJYKBO  005500360039
BI00A32E1    NC2061         202203047158-3006-90             RUBBER STOPPER           CCN000020000000020000FN00000000020220501000020000NNMM0020220301121453    1C0C  00002000000000330600000386032E1    SPYSE   002700430014
BI00B32G0    TZ2204BEMW     202203157017-1180-02             TERMINAL                 CCN000072000000072000FN00000000020220401000072000NNE   20220301132633    4P0P  00007200000001065600001229032G0    TTTJY   005100280028
BI00B32G0    TZ2204BEMW     202203157114-4032                TERMINAL                 CCN000015000000015000FN00000000020220401000015000NNE   20220301132633    4P0P  00000750000000735000001063632G0    TTTJY   006400630017
BI00B32G0    TZ2204BEMW     202203157114-5748-02             TERMINAL                 CCN000144000000144000FN00000000020220401000144000NNE   20220301132633    4P0P  00001200000000444000000737632G0    TTTJY   006400630015
BI00B32G0    TZ2204BEMW     202203157116-3154-08             TERMINAL                 CCN000081000000081000FN00000000020220401000081000NNE   20220301132633    4P0P  00002700000000475200000760432G0    TTTJY   006400630015
BI00B32G0    TZ2204BEMW     202203157116-5045-02             TERMINAL                 CCN000144000000144000FN00000000020220401000144000NNE   20220301132633    4P0P  00001600000000678400001007132G0    TTTJY   006400630017
BI00B32G0    TZ2204BEMW     202203157116-5046-02             TERMINAL                 CCN000060000000060000FN00000000020220401000060000NNE   20220301132633    4P0P  00001200000000544800000873532G0    TTTJY   006400630017
BI00B32G0    TZ2204BEMW     202203157116-6042                TERMINAL                 CCN000018000000018000FN00000000020220401000018000NNE   20220301132633    4P0P  00000300000000523800000856132G0    TTTJY   006400630015
BI00B32G0    TZ2204BEMW     202203157126-8853-02             TERMINAL                 CCN000052500000052500FN00000000020220401000052500NNE   20220301132633    4P0P  00000750000000562500000847732G0    TTTJY   006400630015
BI00B32G0    TZ2204BEMW     202203157173-3291-40             LIF LEVER                CCN000002400000002400FN00000000020220401000002400NNE   20220301132633    1F0F  00000240000000867800001067832G0    TTTJY   005500360039
BI00B32G0    TZ2204BEMW     202203157195-0783-08             TERMINAL                 CCN000030000000030000FN00000000020220401000030000NNE   20220301132633    4P0P  00003000000000507000000801232G0    TTTJY   006400630015
BI00B32G0    TZ2204BEMW     202203157196-0396-02             TERMINAL                 CCN000015000000015000FN00000000020220401000015000NNE   20220301132633    4P0P  00001500000000949500001112932G0    TTTJY   002800510028
BI00B32G0    TZ2204BEMW     202203157196-1325-02             TERMINAL FEMALE          CCN000300000000300000FN00000000020220401000300000NNE   20220301132633    4P0P  00006000000000450000000778732G0    TTTJY   006400630017
BI00B32G0    TZ2204BEMW     202203157196-1326-02             TERMINAL FEMALE          CCN000540000000540000FN00000000020220401000540000NNE   20220301132633    4P0P  00006000000000456000000784732G0    TTTJY   006400630017
BI00B32G0    TZ2204BEMW     202203157196-1327-02             TERMINAL FEMALE          CCN000052000000052000FN00000000020220401000052000NNE   20220301132633    4P0P  00005200000000336000000739532G0    TTTJY   006400630017
BI00B32G0    TZ2204BEMW     202203157283-1928-80             CONNECTOR                CCN000002000000002000FN00000000020220401000002000NNE   20220301132633    4N0N  00000200000001180000001358332G0    TTTJY   005500360039
BI00B32G0    TZ2204BEMW     202203157283-4855                CONNECTOR HOUSING        CCN000016800000016800FN00000000020220401000016800NNE   20220301132633    4N0N  00000240000001188400001400032G0    TTTJY   005500360039
BI00B32G0    TZ2204BEMW     202203157287-9323-40             UNSEALED HOUSING SUB     CCN000002400000002400FN00000000020220401000002400NNE   20220301132633    1N0N  00000240000000537600000690032G0    TTTJY   005600390023
BI00B32G0    TZ2204BEMW     202203157288-6547                CONNECTOR MALE ASS'Y     CCN000018000000018000FN00000000020220401000018000NNE   20220301132633    4N0N  00000075000001205300001340332G0    TTTJY   005400370024
BI00B32G0    TZ2204BEMW     202203157288-6598-70             HOUSING MALE ASS'Y       CCN000011520000011520FN00000000020220401000011520NNE   20220301132633    4N0N  00000144000001074200001429232G0    TTTJY   005500360039
BI00B32G0    TZ2204BEMW     202203157289-6518-30             HOUSING FEMALE ASS'Y     CCN000003600000003600FN00000000020220401000003600NNE   20220301132633    1N0N  00000120000000829200001049232G0    TTTJY   005500360039
BI00B32G0    TZ2204BEMW     202203157289-6547                HOUSING FEMALE ASS'Y     CCN000019200000019200FN00000000020220401000019200NNE   20220301132633    1N0N  00000240000001152000001362032G0    TTTJY   005500360039
BI00B32G0    TZ2204BEMW     202203157327-6731-3W             BATTERY FUSE             CCN000001408000001408FN00000000020220401000001408NNE   20220301132633    4N0N  00000006400000697600000843032G0    TTTJY   005400370024
BI00B32G0    TZ2204BEMW     202203157386-2747                CONNECTOR ASS'Y          CCN000004000000004000FN00000000020220401000004000NNE   20220301132633    4N0N  00000200000001162000001284532G0    TTTJY   005400370024
BI00B32G0    TZ2204BEMW     202203157386-9155                CONNECTOR MALE ASS'Y     CCN000010800000010800FN00000000020220401000010800NNE   20220301132633    4N0N  00000060000001244400001369932G0    TTTJY   005400370024
BI00B32G0    TZ2204BEMW     202203157388-2978-30             HOUSING MALE ASS'Y       CCN000008160000008160FN00000000020220401000008160NNE   20220301132633    1N0N  00000048000000742000001122032G0    TTTJY   005500360039
BI00B32G0    #TZ2204BEMW    202203157125-3236                HEAD LAMP CONNECTOR      CCN000002800000002800FN00000000020220401000002800NNE   20220301132613    2F0F  00000280000000935200001075432G0    TTTJY   005500360039
BI00B32G0    #TZ2204BEMW    202203157158-3003-90             RUBBER STOPPER           CCN000040000000040000FN00000000020220401000040000NNE   20220301132613    2C0C  00002000000000250000000306032G0    TTTJY   002700430014
BI00B32G0    #TZ2204BEMW    202203157158-3004-40             RUBBER STOPPER           CCN000040000000040000FN00000000020220401000040000NNE   20220301132613    2C0C  00002000000000234000000306332G0    TTTJY   002700430014
BI00B32G0    #TZ2204BEMW    202203157158-3007-10             RUBBER STOPPER           CCN000060000000060000FN00000000020220401000060000NNE   20220301132613    2H0H  00002000000000308000000362732G0    TTTJY   002700430014
BI00B32G0    #TZ2204BEMW    202203157172-5625-90             RUBBER STOPPER           CCN000080000000080000FN00000000020220401000080000NNE   20220301132613    2H0H  00002000000000082400000133832G0    TTTJY   004300270014
BI00B32G0    #TZ2204BEMW    202203157172-5626-90             RUBBER STOPPER           CCN000180000000180000FN00000000020220401000180000NNE   20220301132613    2H0H  00002000000000076400000127832G0    TTTJY   004300270014
BI00B32G0    #TZ2204BEMW    202203157172-5627-60             RUBBER STOPPER           CCN000020000000020000FN00000000020220401000020000NNE   20220301132613    2H0H  00002000000000070400000121832G0    TTTJY   004300270014
BI00B32G0    #TZ2204BEMW    202203157172-5628-80             DUMMY PLUG               CCN000040000000040000FN00000000020220401000040000NNE   20220301132613    2H0H  00002000000000110600000162032G0    TTTJY   004300270014
BI00B32G0    #TZ2204BEMW    202203157172-5630-40             RUBBER STOPPER           CCN000240000000240000FN00000000020220401000240000NNE   20220301132613    2H0H  00002000000000044000000095132G0    TTTJY   004300270014
BI00B32G0    #TZ2204BEMW    202203157172-5631-60             RUBBER STOPPER           CCN000220000000220000FN00000000020220401000220000NNE   20220301132613    2H0H  00002000000000042000000093132G0    TTTJY   004300270014
BI00B32G0    #TZ2204BEMW    202203157172-5632-10             DUMMY PLUG               CCN000140000000140000FN00000000020220401000140000NNE   20220301132613    2H0H  00002000000000080400000131832G0    TTTJY   004300270014
BI00B32G0    #TZ2204BEMW    202203157183-1616-30             CONNECTOR HOUSING        CCN000002400000002400FN00000000020220401000002400NNE   20220301132613    2F0F  00000240000000557500000837132G0    TTTJY   005500360039
BI00B32G0    #TZ2204BEMW    202203157183-2415                CONNECTOR HOUSING        CCN000004800000004800FN00000000020220401000004800NNE   20220301132613    2F0F  00000480000000798200001091432G0    TTTJY   005500360039
BI00B32G0    #TZ2204BEMW    202203157189-2978-30             HOUSING FEMALE           CCN000009000000009000FN00000000020220401000009000NNE   20220301132613    2F0F  00000150000000966900001096932G0    TTTJY   005400370024
BI00B32G0    #TZ2204BEMW    202203157189-3034-30             HOUSING FEMALE           CCN000003200000003200FN00000000020220401000003200NNE   20220301132613    2F0F  00000160000000972800001192832G0    TTTJY   005500360039
BI00B32G0    #TZ2204BEMW    202203157189-3038                HOUSING FEMALE           CCN000001600000001600FN00000000020220401000001600NNE   20220301132613    2F0F  00000160000000817600000850132G0    TTTJY   005500360039
BI00B32G0    #TZ2204BEMW    202203157198-4979-30             HOUSING FEMALE           CCN000012000000012000FN00000000020220401000012000NNE   20220301132613    2F0F  00000400000000707200000876032G0    TTTJY   005400370024
BI00B32G0    #TZ2204BEMW    202203157198-4980-30             HOUSING FEMALE           CCN000002400000002400FN00000000020220401000002400NNE   20220301132613    2F0F  00000120000000840000000921032G0    TTTJY   005400370024
BI00B32G0    #TZ2204BEMW    202203157287-9155                HOUSING FEMALE ASS'Y     CCN000011520000011520FN00000000020220401000011520NNE   20220301132613    2N0N  00000096000000853700001045232G0    TTTJY   005400370024
BI00B32G0    #TZ2204BEMW    202203157289-4200-30             HOUSING FEMALE ASS'Y     CCN000006000000006000FN00000000020220401000006000NNE   20220301132613    2N0N  00000200000000926000001021032G0    TTTJY   005400370024
BI00B32G0    @TZ2204BEMW    202203157286-4098                CONNECTOR MALE ASS'Y     CCN000029500000030400FN00000000020220401000030400NNE   20220301132625    3N0N  00000160000000949100001163032G0    TTTJY   005500360039
BI00B32G2    SA22043 MW     202203307158-3009-60             RUBBER STOPPER           CCN000180000000180000FN00000000020220401000180000NNMD0620220301121453    1C0C  00002000000000338000000386232G2    AISUAI  002700430014
BI00B32G2    SA22044 MW     202204067158-3009-60             RUBBER STOPPER           CCN000160000000160000FN00000000020220401000160000NNMD0620220301121453    1C0C  00002000000000338000000386232G2    AISUAI  002700430014
BI00B32H0    TT2205AVMW     202203227196-0510-02             TERMINAL                 CCN000024000000024000FN00000000020220501000024000NNE   20220301132818    4P0P  00002400000000871200001034632H0    TTTJY   002800510028
BI00B32H0    TT2205AVMW     202203227196-1947-02             TERMINAL FEMALE          CCN000009000000009000FN00000000020220501000009000NNE   20220301132818    4POP  00000900000000407700000692932H0    TTTJY   006400630015
BI00B32H0    TT2205AVMW     202203227283-1928-80             CONNECTOR                CCN000002000000002000FN00000000020220501000002000NNE   20220301132818    4N0N  00000200000001180000001358332H0    TTTJY   005500360039
BI00B32H0    TT2205AVMW     202203227283-4855                CONNECTOR HOUSING        CCN000002400000002400FN00000000020220501000002400NNE   20220301132818    4N0N  00000240000001188400001400032H0    TTTJY   005500360039
BI00B32H0    TT2205AVMW     202203227289-6547                HOUSING FEMALE ASS'Y     CCN000002400000002400FN00000000020220501000002400NNE   20220301132818    1N0N  00000240000001152000001362032H0    TTTJY   005500360039
BI00B32H0    TT2205AVMW     202203227298-3484                HOUSING FEMALE ASS'Y     CCN000004200000005400FN00000000020220501000005400NNE   20220301132818    4N0N  00000270000000742500001028732H0    TTTJY   005400370024
BI00B32H0    #TT2205AVMW    202203227158-3015-10             RUBBER STOPPER           CCN000010000000010000FN00000000020220501000010000NNE   20220301132813    2C0C  00001000000000419500000474032H0    TTTJY   002700430014
BI00B32H0    #TT2205AVMW    202203227289-3622-30             HOUSING FEMALE ASS'Y     CCN000000432000000432FN00000000020220501000000432NNE   20220301132813    2N0N  00000043200000839400001038432H0    TTTJY   005400370024
BI00B32H2    #TIJ2043       202203257183-0522                HOUSING                  CCN000002400000000000FY00000000020220401000000000NNMQ0820220301112346    2F0F  00000240000000951000001230032H2    HVYHV   005500360039
BI00B32H2    #TIJ2044       202204017183-0522                HOUSING                  CCN000004800000002400FN00000000020220401000002400NNMQ0820220301121453    2F0F  00000240000000951000001230032H2    HVYHV   005500360039
BI00B32H2    #TIJ2041       202203117183-2413                CONNECTOR HOUSING        CCN000028800000000000FY00000000020220401000000000NNMQ0820220301112147    2F0F  00000480000000478100000760032H2    HVYHV   005500360039
BI00B32H2    #TIJ2042       202203187183-2413                CONNECTOR HOUSING        CCN000067200000000000FY00000000020220401000000000NNMQ0820220301112322    2F0F  00000480000000478100000760032H2    HVYHV   005500360039
BI00B32H2    #TIJ2043       202203257183-2413                CONNECTOR HOUSING        CCN000076800000000000FY00000000020220401000000000NNMQ0820220301112408    2F0F  00000480000000478100000760032H2    HVYHV   005500360039
BI00B32H2    #TIJ2044       202204017183-2413                CONNECTOR HOUSING        CCN000062400000000000FY00000000020220401000000000NNMQ0820220301112534    2F0F  00000480000000478100000760032H2    HVYHV   005500360039
BI00B32H2    #TIJ2043       202203257183-2413-40             CONNECTOR HOUSING        CCN000004800000000000FY00000000020220401000000000NNMQ0820220301112432    2F0F  00000480000000479000000761032H2    HVYHV   005500360039
BI00B32H2    #TIJ2044       202204017183-2413-40             CONNECTOR HOUSING        CCN000004800000000000FY00000000020220401000000000NNMQ0820220301112615    2F0F  00000480000000479000000761032H2    HVYHV   005500360039
BI00B32H2    #TIJ2044       202204017183-6320-30             HOUSING                  CCN000009600000000000FY00000000020220401000000000NNMQ0820220301112638    2F0F  00000480000000819400001102232H2    HVYHV   005500360039
BI00B32H2    #TIJ204A       202203117183-2419                HOUSING                  CCN000004800000000000FY00000000020220401000000000NNEQ0820220301112214    2F0F  00000480000001065600001352732H2    HVYHV   005500360039
BI00A32J1    #391606        202203077157-3646                RUBBER STOPPER           CCN000020000000020000FN00000000020220301000020000NNMM0020220301121453    2H0H  00002000000000184000000255232J1    UKYEL-BL002700430014
BI00B32J1    #392048        202204047187-3356                JOINT CONNECTOR          CCN000001200000001200FN00000000020220401000001200NNE   20220301121453    2F0F  00000120000000759600001024432J1    UKYEL-BL005600390040
BI00B32J1    #392048        202204047187-3359-60             JOINT CONNECTOR          CCN000001200000001200FN00000000020220401000001200NNE   20220301121453    2F0F  00000120000000763200001030432J1    UKYEL-BL005600390040
BI00B32J1    #392048        202204047187-3360                JOINT CONNECTOR          CCN000001200000001200FN00000000020220401000001200NNE   20220301121453    2F0F  00000120000000759600001026832J1    UKYEL-BL005600390040
BI00A32J1    #392049        202203287187-3356                JOINT CONNECTOR          CCN000002400000002400FN00000000020220301000002400NNE   20220301121453    2F0F  00000120000000759600001024432J1    UKYEL-BL005600390040
BI00A32J1    #392049        202203287187-3359-60             JOINT CONNECTOR          CCN000002400000002400FN00000000020220301000002400NNE   20220301121453    2F0F  00000120000000763200001030432J1    UKYEL-BL005600390040
BI00A32J1    #392049        202203287187-3360                JOINT CONNECTOR          CCN000001200000001200FN00000000020220301000001200NNE   20220301121453    2F0F  00000120000000759600001026832J1    UKYEL-BL005600390040
BI00A32J1    392050         202203217114-1670-02             TERMINAL                 CCN000024000000024000FN00000000020220301000024000NNE   20220301121453    1P0P  00002400000000357600000645832J1    UKYEL-BL006400630015
BI00A32J1    392050         202203217283-8630                CONNECTOR ASS'Y          CCN000006000000006000FN00000000020220301000006000NNE   20220301121453    4N0N  00000600000000540000000701332J1    UKYEL-BL005400370024
BI00A32J1    #392061        202203077283-8398-40             CONNECTOR                CCN000001540000001540FN00000000020220301000001540NNE   20220301164041    2N0N  00000154000001007000001171332J1    UKYEL-BL005600390023
BI00T32M1    @ICV2041       202204047183-2510                HOUSING                  CCN000003000000003000FN00000000020220401000003000NNM   20220301121453    3F0F  00000300000001063500001159032M1    VNYEV   005400370024
BI00T32M1    @ICV2041       202204047282-1025-40             HOUSING SUB ASSEMBLY     CCN000002400000002400FN00000000020220401000002400NNM   20220301121453    3N0N  00000240000001153600001398032M1    VNYEV   005500360039
BI00T32M1    @ICV2041       202204047283-1223-30             HOUSING SUB ASSEMBLY     CCN000024000000024000FN00000000020220401000024000NNM   20220301121453    3N0N  00000480000000749300000998032M1    VNYEV   005500360039
BI00T32M1    @ICV2041       202204047283-1556                CONNECTOR ASS'Y          CCN000018600000019200FN00000000020220401000019200NNM   20220301121453    3N0N  00000240000000755000001014032M1    VNYEV   005500360039
BI00B32N1    NST2117FCU     202203177114-4021                TERMINAL                 CCN000015000000015000FN00000000020220401000015000NNE   20220301121453    4P0P  00001500000000670500000964132N1    TAYIPL  006400630015
BI00B32N1    NST2117FCU     202203177116-4020                TERMINAL                 CCN000013500000013500FN00000000020220401000013500NNE   20220301121453    4P0P  00001350000000513000000798232N1    TAYIPL  006400630015
BI00B32N1    NST2117FCU     202203177158-3023                RUBBER STOPPER           CCN000005000000005000FN00000000020220401000005000NNE   20220301121453    1C0C  00000500000000443500000502032N1    TAYIPL  002700430014
BI00B32N1    NST2117FCU     202203177283-5845                CONNECTOR HOUSING        CCN000012000000012000FN00000000020220401000012000NNE   20220301121453    1N0N  00000600000000444000000606332N1    TAYIPL  005400370024
BI00B32N1    NST2117FCU     202203177114-4416-02             TERMINAL MALE            CCN000135000000135000FN00000000020220401000135000NNE   20220301121453    4P0P  00002700000000442800000731032N1    TAYIPL  006400630015
BI00B32N1    NST2117FCU     202203177116-1486-02             TERMINAL                 CCN000049500000049500FN00000000020220401000049500NNE   20220301121453    4P0P  00001650000000655100000940332N1    TAYIPL  006400630015
BI00B32N1    NST2117FCU     202203177116-2892-02             TERMINAL                 CCN000072000000072000FN00000000020220401000072000NNE   20220301121453    4P0P  00001200000000818400000981832N1    TAYIPL  005100280028
BI00B32N1    NST2117FCU     202203177116-4121-02             TERMINAL                 CCN000018000000018000FN00000000020220401000018000NNE   20220301121453    4P0P  00000450000000618800000912432N1    TAYIPL  006400630015
BI00B32N1    NST2117FCU     202203177116-4231-02             TERMINAL                 CCN000052000000052000FN00000000020220401000052000NNE   20220301121453    4P0P  00002600000000683800001012532N1    TAYIPL  006400630017
BI00B32N1    NST2117FCU     202203177116-4415-02             TERMINAL                 CCN000722000000722000FN00000000020220401000722000NNE   20220301121453    4P0P  00003800000000596600000925732N1    TAYIPL  006400630017
BI00B32N1    NST2117FCU     202203177116-4416-02             TERMINAL                 CCN000544000000544000FN00000000020220401000544000NNE   20220301121453    4P0P  00003200000000518400000847132N1    TAYIPL  006400630017
BI00B32N1    NST2117FCU     202203177157-6287-70             SPACER                   CCN000070000000070000FN00000000020220401000070000NNE   20220301121453    1F0F  00007000000000700000000963032N1    TAYIPL  005500360039
BI00B32N1    NST2117FCU     202203177158-3006-90             RUBBER STOPPER           CCN000260000000260000FN00000000020220401000260000NNE   20220301121453    1C0C  00002000000000330600000386032N1    TAYIPL  002700430014
BI00B32N1    NST2117FCU     202203177158-3070-80             RUBBER STOPPER           CCN000040000000040000FN00000000020220401000040000NNE   20220301121453    1C0C  00004000000000276000000333332N1    TAYIPL  002700430014
BI00B32N1    NST2117FCU     202203177158-3166-60             WIRE SEAL                CCN000560000000560000FN00000000020220401000560000NNE   20220301121453    1C0C  00004000000000104000000152432N1    TAYIPL  002700430014
BI00B32N1    NST2117FCU     202203177158-3167-80             WIRE SEAL                CCN000340000000340000FN00000000020220401000340000NNE   20220301121453    1C0C  00002000000000048000000109032N1    TAYIPL  002700430014
BI00B32N1    NST2117FCU     202203177172-5540-80             SEALED WIRE SEAL         CCN000040000000040000FN00000000020220401000040000NNE   20220301121453    1C0C  00002000000000186000000234432N1    TAYIPL  004300270014
BI00B32N1    NST2117FCU     202203177283-1927-30             CONNECTOR                CCN000026000000026000FN00000000020220401000026000NNE   20220301121453    4N0N  00000200000001190000001368032N1    TAYIPL  005500360039
BI00B32N1    NST2117FCU     202203177283-5830-30             CONNECTOR                CCN000024000000024000FN00000000020220401000024000NNE   20220301121453    1N0N  00000600000000954000001104032N1    TAYIPL  005500360039
BI00B32N1    NST2117FCU     202203177B58-3070-80             RUBBER STOPPER           CCN000040000000040000FN00000000020220401000040000NNE   20220301121453    1C0C  00004000000000276000000333032N1    TAYIPL  004300270014
BI00B32N1    #NST2117FCU    202203177157-3646                RUBBER STOPPER           CCN000020000000020000FN00000000020220401000020000NNE   20220301121453    2H0H  00002000000000184000000255232N1    TAYIPL  002700430014
BI00B32N1    #NST2117FCU    202203177157-7812                SEAL RUBBER              CCN000040000000040000FN00000000020220401000040000NNE   20220301121453    2C0C  00001000000000137000000202032N1    TAYIPL  002700430014
BI00B32N1    #NST2117FCU    202203177183-1616                CONNECTOR HOUSING        CCN000028800000028800FN00000000020220401000028800NNE   20220301121453    2F0F  00000240000000557500000823332N1    TAYIPL  005500360039
BI00B32N1    #NST2117FCU    202203177183-2418                CONNECTOR HOUSING        CCN000004800000004800FN00000000020220401000004800NNE   20220301121453    2F0F  00000480000000917000001477032N1    TAYIPL  005500360039
BI00B32N1    #NST2117FCU    202203177157-3950-80             SEAL RUBBER              CCN000280000000280000FN00000000020220401000280000NNE   20220301121453    2C0C  00004000000000154000000440332N1    TAYIPL  002700430014
BI00B32N1    #NST2117FCU    202203177157-3952-80             RUBBER STOPPER           CCN000060000000060000FN00000000020220401000060000NNE   20220301121453    2C0C  00001000000000117000000175032N1    TAYIPL  002700430014
BI00B32N1    #NST2117FCU    202203177157-6826-80             REAR HOLDER              CCN000015000000015000FN00000000020220401000015000NNE   20220301121453    2F0F  00001500000001234500001394132N1    TAYIPL  005600390040
BI00B32N1    #NST2117FCU    202203177158-3004-40             RUBBER STOPPER           CCN000020000000020000FN00000000020220401000020000NNE   20220301121453    2C0C  00002000000000234000000306332N1    TAYIPL  002700430014
BI00B32N1    #NST2117FCU    202203177158-3007-10             RUBBER STOPPER           CCN000020000000020000FN00000000020220401000020000NNE   20220301121453    2H0H  00002000000000308000000362732N1    TAYIPL  002700430014
BI00B32N1    #NST2117FCU    202203177158-3374-90             CONNECTOR WIRE SEAL      CCN000020000000020000FN00000000020220401000020000NNE   20220301121453    2H0H  00002000000000172000000229332N1    TAYIPL  002700430014
BI00B32N1    #NST2117FCU    202203177289-2912-30             HOUSING FEMALE ASS'Y     CCN000014000000014000FN00000000020220401000014000NNE   20220301121453    2N0N  00000200000000804000000929032N1    TAYIPL  005400370024
BI00B32N2    2152103861     202203247114-4020                TERMINAL                 CCN000105000000105000FN00000000020220501000105000NNM   20220301150629    4P0P  00002100000000875700001169332N2    YWYIPLTC006400630015
BI00B32N2    2152103862     202203317114-4020                TERMINAL                 CCN000021000000021000FN00000000020220501000021000NNM   20220301150629    4P0P  00002100000000875700001169332N2    YWYIPLTC006400630015
BI00B32N2    2152103863     202204077114-4020                TERMINAL                 CCN000021000000021000FN00000000020220501000021000NNM   20220301150629    4P0P  00002100000000875700001169332N2    YWYIPLTC006400630015
BI00B32N2    2152103864     202204077114-4020                TERMINAL                 CCN000042000000042000FN00000000020220501000042000NNM   20220301150629    4P0P  00002100000000875700001169332N2    YWYIPLTC006400630015
BI00B32N2    2152103861     202203247114-4030                TERMINAL                 CCN000010500000010500FN00000000020220501000010500NNM   20220301150629    4P0P  00001050000000926100001254732N2    YWYIPLTC006400630017
BI00B32N2    2152103861     202203247114-4032                TERMINAL                 CCN000007500000007500FN00000000020220501000007500NNM   20220301150629    4P0P  00000750000000735000001063632N2    YWYIPLTC006400630017
BI00B32N2    2152103861     202203247116-1180                TERMINAL                 CCN000019500000019500FN00000000020220501000019500NNM   20220301150629    1P0P  00001950000000618200000903432N2    YWYIPLTC006400630015
BI00B32N2    2152103861     202203247116-1471                TERMINAL                 CCN000030000000030000FN00000000020220501000030000NNM   20220301150629    4P0P  00001500000000579000000867232N2    YWYIPLTC006400630015
BI00B32N2    2152103861     202203247116-4020                TERMINAL                 CCN000621000000621000FN00000000020220501000621000NNM   20220301150629    4P0P  00001350000000513000000798232N2    YWYIPLTC006400630015
BI00B32N2    2152103862     202203317116-4020                TERMINAL                 CCN000013500000013500FN00000000020220501000013500NNM   20220301150629    4P0P  00001350000000513000000798232N2    YWYIPLTC006400630015
BI00B32N2    2152103861     202203247116-4022                TERMINAL                 CCN000027000000027000FN00000000020220501000027000NNM   20220301150629    4P0P  00001350000000618300000903532N2    YWYIPLTC006400630015
BI00B32N2    2152103861     202203247116-4025                TERMINAL                 CCN000016000000016000FN00000000020220501000016000NNM   20220301150629    4P0P  00001600000000644800000975132N2    YWYIPLTC006400630017
BI00B32N2    2152103861     202203247116-4026                TERMINAL                 CCN000064000000064000FN00000000020220501000064000NNM   20220301150629    4P0P  00001600000000664000000994332N2    YWYIPLTC006400630017
BI00B32N2    2152103863     202204077116-4026                TERMINAL                 CCN000016000000016000FN00000000020220501000016000NNM   20220301150629    4P0P  00001600000000664000000994332N2    YWYIPLTC006400630017
BI00B32N2    2152103864     202204077116-4026                TERMINAL                 CCN000016000000016000FN00000000020220501000016000NNM   20220301150629    4P0P  00001600000000664000000994332N2    YWYIPLTC006400630017
BI00B32N2    2152103861     202203247116-4032                TERMINAL                 CCN000018000000018000FN00000000020220501000018000NNM   20220301150629    4P0P  00000600000000532800000818032N2    YWYIPLTC006400630015
BI00B32N2    2152103861     202203247116-6041                TERMINAL                 CCN000004500000004500FN00000000020220501000004500NNM   20220301150629    4P0P  00000450000000716000001009632N2    YWYIPLTC006400630015
BI00B32N2    2152103861     202203247116-6042                TERMINAL                 CCN000003000000003000FN00000000020220501000003000NNM   20220301150629    4P0P  00000300000000523800000856132N2    YWYIPLTC006400630015
BI00B32N2    2152103861     202203247183-2417                CONNECTOR HOUSING        CCN000002400000002400FN00000000020220501000002400NNM   20220301150629    4F0F  00000240000001137400001297732N2    YWYIPLTC005500360039
BI00B32N2    2152103861     202203247283-5846                HOUSING                  CCN000001500000001500FN00000000020220501000001500NNM   20220301150629    1N0N  00000150000000885000001102032N2    YWYIPLTC005600390040
