BI00B32AF    @TTB203D       20220318181E48013ZZ              CAVSAS-S 0.3X3 GY        CCN000007000000007000FN00000000020220301000007000NNE   20220215151110    1W    00000025000002778200000000032AF    HBYHVTB 000000000000UT123003
BI00B32W4    4500189230     2022041218018403761              CAVS 0.3 LG              CCN000036000000036000FN00000000020220401000036000NNE   20220215154800W41 1W    00000200000000471000000000032W41   HJYHK-J 000000000000OX523013
BI00B32W4    4500189230     2022041218018403741              CAVS 0.3 GY              CCN000028000000028000FN00000000020220401000028000NNE   20220215154800W41 1W    00000200000000471000000000032W41   HJYHK-J 000000000000OX523009
BI00B32W4    4500189230     2022041218018403751              CAVS 0.3 O               CCN000018000000018000FN00000000020220401000018000NNE   20220215154800W41 1W    00000200000000471000000000032W41   HJYHK-J 000000000000OX523014
BI00B32W4    4500189230     2022041218018403757              CAVS 0.3 R/Y             CCN000002000000002000FN00000000020220401000002000NNE   20220215154800W41 1W    00000200000000471000000000032W41   HJYHK-J 000000000000OX523018
BI00B32W4    4500189230     2022041218018403753              CAVS 0.3 R/B             CCN000002000000002000FN00000000020220401000002000NNE   20220215154800W41 1W    00000200000000471000000000032W41   HJYHK-J 000000000000OX523017
BI00B32W4    4500189230     2022041218018403793              CAVS 0.3 L/B             CCN000004000000004000FN00000000020220401000004000NNE   20220215154800W41 1W    00000200000000471000000000032W41   HJYHK-J 000000000000OX523011
BI00B32W4    4500189230     2022041218018403795              CAVS 0.3 L/R             CCN000006000000006000FN00000000020220401000006000NNE   20220215154800W41 1W    00000200000000471000000000032W41   HJYHK-J 000000000000OX523012
BI00B32W4    4500189230     2022041218018403749              CAVS 0.3 W/L             CCN000028000000028000FN00000000020220401000028000NNE   20220215154800W41 1W    00000200000000471000000000032W41   HJYHK-J 000000000000OX523022
BI00B32W4    4500189230     2022041218018403930              CAVS 0.5 B               CCN000042000000042000FN00000000020220401000042000NNE   20220215154800W41 1W    00000150000000677000000000032W41   HJYHK-J 000000000000OX523024
BI00B32W4    4500189230     2022041218018403940              CAVS 0.5 W               CCN000012000000012000FN00000000020220401000012000NNE   20220215154800W41 1W    00000150000000677000000000032W41   HJYHK-J 000000000000OX523034
BI00B32W4    4500189230     2022041218018403941              CAVS 0.5 GY              CCN000018000000018000FN00000000020220401000018000NNE   20220215154800W41 1W    00000150000000677000000000032W41   HJYHK-J 000000000000OX523026
BI00B32W4    4500189230     2022041218018403950              CAVS 0.5 R               CCN000028500000028500FN00000000020220401000028500NNE   20220215154800W41 1W    00000150000000677000000000032W41   HJYHK-J 000000000000OX523031
BI00B32W4    4500189230     2022041218018403951              CAVS 0.5 O               CCN000001500000001500FN00000000020220401000001500NNE   20220215154800W41 1W    00000150000000677000000000032W41   HJYHK-J 000000000000OX523029
BI00B32W4    4500189230     2022041218018403952              CAVS 0.5 P               CCN000007500000007500FN00000000020220401000007500NNE   20220215154800W41 1W    00000150000000677000000000032W41   HJYHK-J 000000000000OX523030
BI00B32W4    4500189230     2022041218018403961              CAVS 0.5 LG              CCN000009000000009000FN00000000020220401000009000NNE   20220215154800W41 1W    00000150000000677000000000032W41   HJYHK-J 000000000000OX523028
BI00B32W4    4500189230     2022041218018403970              CAVS 0.5 Y               CCN000001500000001500FN00000000020220401000001500NNE   20220215154800W41 1W    00000150000000677000000000032W41   HJYHK-J 000000000000OX523035
