BI00B1200    2399T51815     202111257289-5979-30             HOUSING FEMALE ASS'Y     CCN000014616000008820FN00000000020211001000008820NNM00020211124150506    1N0N  0000002520000085470000106471200    YCYC    005400370024
BI00A1200    7242T51907     202112027289-3342-40             HOUSING FEMALE ASS'Y     CCN000024000000009600FN00000000020211001000009600NNE00020211124175127    1N0N  0000024000000068640000090141200    YCYC    005500360039
BI00A1200    2399T51815     202111237289-5979-30             HOUSING FEMALE ASS'Y     PCN000008820000002520FY00000252020211001000000000NNMM0020211124150506    1N0N  0000002520000085470000106471200    YCYC    005400370024
BI00A1200    2399T51815     202111267289-5979-30             HOUSING FEMALE ASS'Y     PCN000002520000002772FN00000000020211001000002772NNMM0020211124150506    1N0N  0000002520000085470000106471200    YCYC    005400370024
BI00A1200    2399T51813     202111267289-5979-30             HOUSING FEMALE ASS'Y     PCN000007560000001260FN00000000020211001000001260NNMD0220211124150620    1N0N  0000002520000085470000106471200    YCYC    005400370024
BI00B32W4    4500181435     202111237116-5044-02             TERMINAL                 CCN000048000000048000FY00004800020211001000000000NNE00020211124194225W4K84P0P  00001600000000641600000986332W4K8  HJYHK-J 006400630017
BI00B32W4    4500181435     202111237116-5045-02             TERMINAL                 CCN000064000000064000FY00006400020211001000000000NNE00020211124194225W4K84P0P  00001600000000678400001007132W4K8  HJYHK-J 006400630017
BI00B32W4    4500181435     202111237116-5750-02             TERMINAL                 CCN000150000000150000FY00015000020211001000000000NNE00020211124194034W4K84P0P  00001500000000457500000742732W4K8  HJYHK-J 006400630015
BI00B32W4    4500181435     202111237158-3009-60             RUBBER STOPPER           CCN000020000000020000FY00002000020211001000000000NNE00020211124194034W4K81C0C  00002000000000338000000386232W4K8  HJYHK-J 002700430014
BI00B32W4    4500181435     202111237283-4576-30             HOUSING FEMALE ASS'Y     CCN000004800000004800FY00000480020211001000000000NNE00020211124194034W4K84N0N  00000480000000651300000871332W4K8  HJYHK-J 005500360039
BI00B32W4    4500181435     202111237114-4231-02             TERMINAL                 CCN000144000000144000FY00014400020211001000000000NNE00020211124194225W4K84P0P  00001800000000554400000848032W4K8  HJYHK-J 006400630015
BI00B32W4    4500181435     202111237158-3006-90             RUBBER STOPPER           CCN000060000000060000FY00006000020211001000000000NNE00020211124194034W4K81C0C  00002000000000330600000386032W4K8  HJYHK-J 002700430014
BI00A32W4    #4500182090    202112167282-6458-40             CONNECTOR                CCN000003000000003000FN00000000020211201000003000NNEM0020211124122808W4662N0N  00000100000001206000001350532W466  HJYHK   005500360039
BI00B32W4    @4500184497    202112237183-8049                CONNECTOR HOUSING        CCN000160000000160000FN00000000020211201000160000NNE   20211124122808W9173F0F  00000400000000583600000740032W917  HJYHK   005400370024
BI00B32W4    4500184490     202201277116-4100-02             TERMINAL                 CCN000090000000090000FN00000000020220101000090000NNE   20211124122808W4664P0P  00001500000000696000000990232W466  HJYHK   006400630015
BI00B32W4    4500184490     202201277116-4111-02             TERMINAL                 CCN000007500000007500FN00000000020220101000007500NNE   20211124122808W4664P0P  00000750000000529500000817732W466  HJYHK   006400630015
BI00B32W4    4500184490     202201277116-4102-02             TERMINAL                 CCN000012000000012000FN00000000020220101000012000NNE   20211124122808W4664P0P  00001200000000553200000841432W466  HJYHK   006400630015
BI00B32W4    4500184490     202201277114-4100-02             TERMINAL                 CCN000090000000090000FN00000000020220101000090000NNE   20211124122808W4664P0P  00001800000000748800001077432W466  HJYHK   006400630017
BI00B32W4    4500184490     202201277116-4026                TERMINAL                 CCN000016000000016000FN00000000020220101000016000NNE   20211124122808W4664P0P  00001600000000664000000994332W466  HJYHK   006400630017
BI00B32W4    4500184490     202201277114-4111-02             TERMINAL                 CCN000024000000024000FN00000000020220101000024000NNE   20211124122808W4664P0P  00001200000000758400001087032W466  HJYHK   006400630017
BI00B32W4    4500184490     202201277283-5548-30             CONNECTOR                CCN000003000000003000FN00000000020220101000003000NNE   20211124122808W4664N0N  00000150000001109000001302032W466  HJYHK   005600390040
BI00B32W4    4500184490     202201277116-4101-02             TERMINAL                 CCN000060000000060000FN00000000020220101000060000NNE   20211124122808W4664P0P  00001200000000582000000876232W466  HJYHK   006400630015
BI00B32W4    4500184490     202201277114-4101-02             TERMINAL                 CCN000075000000075000FN00000000020220101000075000NNE   20211124122808W4664P0P  00001500000000675000001003632W466  HJYHK   006400630017
BI00B32W4    4500184490     202201277116-4104-02             TERMINAL                 CCN000084000000084000FN00000000020220101000084000NNE   20211124122808W4664P0P  00001200000000580800000972432W466  HJYHK   006400630015
BI00B32W4    4500184490     202201277114-4110-02             TERMINAL                 CCN000030000000030000FN00000000020220101000030000NNE   20211124122808W4664P0P  00001500000000901500001230132W466  HJYHK   006400630017
BI00B32W4    4500184490     202201277116-4110-02             TERMINAL                 CCN000027000000027000FN00000000020220101000027000NNE   20211124122808W4664P0P  00000900000000594000000882232W466  HJYHK   006400630015
BI00B32W4    4500184490     202201277116-4103-02             TERMINAL                 CCN000012000000012000FN00000000020220101000012000NNE   20211124122808W4664P0P  00001200000000571200000859432W466  HJYHK   006400630015
BI00B32W4    #4500184490    202201277282-4190-30             CONNECTOR                CCN000003360000003360FN00000000020220101000003360NNE   20211124122808W4662N0N  00000024000000801000001071332W466  HJYHK   005600390040
BI00B32W4    #4500184490    202201277283-4190-30             CONNECTOR                CCN000002160000002160FN00000000020220101000002160NNE   20211124122808W4662N0N  00000024000000846000001115532W466  HJYHK   005600390040
BI00B32W4    #4500184490    202201277158-3003-90             RUBBER STOPPER           CCN000020000000020000FN00000000020220101000020000NNE   20211124122808W4662C0C  00002000000000250000000306032W466  HJYHK   002700430014
BI00B32W4    4500184493     202201277158-3169-40             SEALING PLUG             CCN000040000000040000FN00000000020220101000040000NNE   20211124122808W4B71C0C  00004000000000156000000204132W4B7  HJYHK-J 004300260014
BI00B32W4    4500184514     202201277116-4100-02             TERMINAL                 CCN000150000000150000FN00000000020220101000150000NNE   20211124122808W4654P0P  00001500000000696000000990232W465  HJYHK   006400630015
BI00B32W4    4500184514     202201277114-4112-02             TERMINAL                 CCN000036000000036000FN00000000020220101000036000NNE   20211124122808W4654P0P  00000900000000598500000927132W465  HJYHK   006400630017
BI00B32W4    4500184514     202201277116-4111-02             TERMINAL                 CCN000060000000060000FN00000000020220101000060000NNE   20211124122808W4654P0P  00000750000000529500000817732W465  HJYHK   006400630015
BI00B32W4    4500184514     202201277116-4112-02             TERMINAL                 CCN000156000000156000FN00000000020220101000156000NNE   20211124122808W4654P0P  00000600000000450000000738232W465  HJYHK   006400630015
BI00B32W4    4500184514     202201277116-4102-02             TERMINAL                 CCN000192000000192000FN00000000020220101000192000NNE   20211124122808W4654P0P  00001200000000553200000841432W465  HJYHK   006400630015
BI00B32W4    4500184514     202201277114-4100-02             TERMINAL                 CCN000090000000090000FN00000000020220101000090000NNE   20211124122808W4654P0P  00001800000000748800001077432W465  HJYHK   006400630017
BI00B32W4    4500184514     202201277114-4111-02             TERMINAL                 CCN000036000000036000FN00000000020220101000036000NNE   20211124122808W4654P0P  00001200000000758400001087032W465  HJYHK   006400630017
BI00B32W4    4500184514     202201277116-4101-02             TERMINAL                 CCN000084000000084000FN00000000020220101000084000NNE   20211124122808W4654P0P  00001200000000582000000876232W465  HJYHK   006400630015
BI00B32W4    4500184514     202201277114-4101-02             TERMINAL                 CCN000015000000015000FN00000000020220101000015000NNE   20211124122808W4654P0P  00001500000000675000001003632W465  HJYHK   006400630017
BI00B32W4    4500184514     202201277114-4110-02             TERMINAL                 CCN000015000000015000FN00000000020220101000015000NNE   20211124122808W4654P0P  00001500000000901500001230132W465  HJYHK   006400630017
BI00B32W4    4500184514     202201277116-4110-02             TERMINAL                 CCN000090000000090000FN00000000020220101000090000NNE   20211124122808W4654P0P  00000900000000594000000882232W465  HJYHK   006400630015
BI00B32W4    4500184514     202201277116-4103-02             TERMINAL                 CCN000084000000084000FN00000000020220101000084000NNE   20211124122808W4654P0P  00001200000000571200000859432W465  HJYHK   006400630015
BI00B32W4    #4500184514    202201277282-6458-40             CONNECTOR                CCN000002000000002000FN00000000020220101000002000NNE   20211124122808W4652N0N  00000100000001206000001350532W465  HJYHK   005500360039
BI00B32W4    4500184518     202201277282-1014                CONNECTOR                CCN000006000000006000FN00000000020220101000006000NNE   20211124122808W4K84N0N  00000600000001200000001377932W4K8  HJYHK-J 005500360039
BI00B32W4    4500184518     202201277283-5846                HOUSING                  CCN000012000000012000FN00000000020220101000012000NNE   20211124122808W4K81N0N  00000150000000885000001102032W4K8  HJYHK-J 005600390040
BI00B32W4    4500184518     202201277287-1917                CONNECTOR FEMALE         CCN000019200000019200FN00000000020220101000019200NNE   20211124122808W4K84N0N  00000240000001060800001312532W4K8  HJYHK-J 005500360039
BI00B32W4    4500184518     202201277017-1180-02             TERMINAL                 CCN000072000000072000FN00000000020220101000072000NNE   20211124122808W4K84P0P  00007200000001065600001229032W4K8  HJYHK-J 005100280028
BI00B32W4    4500184518     202201277116-4231-02             TERMINAL                 CCN000078000000078000FN00000000020220101000078000NNE   20211124122808W4K84P0P  00002600000000683800001012532W4K8  HJYHK-J 006400630017
BI00B32W4    4500184518     202201277116-5041-02             TERMINAL                 CCN000405000000405000FN00000000020220101000405000NNE   20211124122808W4K84P0P  00001500000000583500000868732W4K8  HJYHK-J 006400630015
BI00B32W4    4500184518     202201277116-5044-02             TERMINAL                 CCN000064000000064000FN00000000020220101000064000NNE   20211124122808W4K84P0P  00001600000000641600000986332W4K8  HJYHK-J 006400630017
BI00B32W4    4500184518     202201277116-5045-02             TERMINAL                 CCN000128000000128000FN00000000020220101000128000NNE   20211124122808W4K84P0P  00001600000000678400001007132W4K8  HJYHK-J 006400630017
BI00B32W4    4500184518     202201277116-5750-02             TERMINAL                 CCN000225000000225000FN00000000020220101000225000NNE   20211124122808W4K84P0P  00001500000000457500000742732W4K8  HJYHK-J 006400630015
BI00B32W4    4500184518     202201277183-2417-30             CONNECTOR HOUSING        CCN000004800000004800FN00000000020220101000004800NNE   20211124122808W4K84F0F  00000240000001137600001297932W4K8  HJYHK-J 005500360039
BI00B32W4    4500184518     202201277283-4577-30             CONNECTOR HOUSING        CCN000004800000004800FN00000000020220101000004800NNE   20211124122808W4K84N0N  00000480000000916800001136832W4K8  HJYHK-J 005500360039
BI00B32W4    4500184518     202201277116-5752-02             TERMINAL                 CCN000042000000042000FN00000000020220101000042000NNE   20211124122808W4K84P0P  00002100000000571200000856432W4K8  HJYHK-J 006400630015
BI00B32W4    4500184518     202201277114-4624-02             TERMINAL                 CCN000024000000024000FN00000000020220101000024000NNE   20211124122808W4K84P0P  00002400000000895200001188832W4K8  HJYHK-J 006400630015
BI00B32W4    4500184518     202201277114-4728-02             TERMINAL                 CCN000060000000060000FN00000000020220101000060000NNE   20211124122808W4K84P0P  00003000000000510000000804232W4K8  HJYHK-J 006400630015
BI00B32W4    4500184518     202201277114-5753-02             TERMINAL                 CCN000054000000054000FN00000000020220101000054000NNE   20211124122808W4K84P0P  00002700000000847800001141432W4K8  HJYHK-J 006400630015
BI00B32W4    4500184518     202201277116-4486-02             TERMINAL                 CCN000028000000028000FN00000000020220101000028000NNE   20211124122808W4K84P0P  00002800000000666400000995132W4K8  HJYHK-J 006400630017
BI00B32W4    4500184518     202201277B96-0805-02             TERMINAL FEMALE          CCN000022500000022500FN00000000020220101000022500NNE   20211124122808W4K84P0P  00002250000000558000000843232W4K8  HJYHK-J 006400630015
BI00B32W4    4500184518     202201277158-3009-60             RUBBER STOPPER           CCN000040000000040000FN00000000020220101000040000NNE   20211124122808W4K81C0C  00002000000000338000000386232W4K8  HJYHK-J 002700430014
BI00B32W4    4500184518     202201277286-4097                CONNECTOR MALE ASS'Y     CCN000009600000009600FN00000000020220101000009600NNE   20211124122808W4K81N0N  00000160000000768000000978032W4K8  HJYHK-J 005500360039
BI00B32W4    4500184518     202201277286-1915                CONNECTOR SUB ASSY       CCN000004800000004800FN00000000020220101000004800NNE   20211124122808W4K84N0N  00000160000000965600001165632W4K8  HJYHK-J 005500360039
BI00B32W4    4500184518     202201277114-4231-02             TERMINAL                 CCN000144000000144000FN00000000020220101000144000NNE   20211124122808W4K84P0P  00001800000000554400000848032W4K8  HJYHK-J 006400630015
BI00B32W4    4500184518     202201277158-3006-90             RUBBER STOPPER           CCN000040000000040000FN00000000020220101000040000NNE   20211124122808W4K81C0C  00002000000000330600000386032W4K8  HJYHK-J 002700430014
BI00B32W4    #4500184518    202201277182-2410                CONNECTOR HOUSING        CCN000006000000006000FN00000000020220101000006000NNE   20211124122808W4K82F0F  00000120000000959800001245632W4K8  HJYHK-J 005500360039
BI00B32W4    #4500184518    202201277183-2413                CONNECTOR HOUSING        CCN000009600000009600FN00000000020220101000009600NNE   20211124122808W4K82F0F  00000480000000478100000760032W4K8  HJYHK-J 005500360039
BI00B32W4    #4500184518    202201277183-2414                CONNECTOR HOUSING        CCN000033600000033600FN00000000020220101000033600NNE   20211124122808W4K82F0F  00000480000000779200001061032W4K8  HJYHK-J 005500360039
BI00B32W4    #4500184518    202201277183-5068                CONNECTOR HOUSING        CCN000002000000002000FN00000000020220101000002000NNE   20211124122808W4K82F0F  00000200000001097600001267032W4K8  HJYHK-J 005600390040
BI00B32W4    #4500184518    202201277147-3642-30             CLIP                     CCN000009000000009000FN00000000020220101000009000NNE   20211124122808W4K82F0F  00000300000000542000000721332W4K8  HJYHK-J 005600390040
BI00B32W4    #4500184518    202201277158-3004-40             RUBBER STOPPER           CCN000080000000080000FN00000000020220101000080000NNE   20211124122808W4K82C0C  00002000000000234000000306332W4K8  HJYHK-J 002700430014
BI00B32W4    #4500184518    202201277158-3007-10             RUBBER STOPPER           CCN000020000000020000FN00000000020220101000020000NNE   20211124122808W4K82H0H  00002000000000308000000362732W4K8  HJYHK-J 002700430014
BI00B32W4    #4500184518    202201277158-3003-90             RUBBER STOPPER           CCN000020000000020000FN00000000020220101000020000NNE   20211124122808W4K82C0C  00002000000000250000000306032W4K8  HJYHK-J 002700430014
BI00B32W4    #4500184518    202201277035-5731                GROMMET                  CCN000003500000003500FN00000000020220101000003500NNE   20211124122808W4K82H0H  00000050000000808000000918032W4K8  HJYHK-J 005600390040
BI00B32W4    @4500184518    202201277183-2510                HOUSING                  CCN000018000000018000FN00000000020220101000018000NNE   20211124122808W4K83F0F  00000300000001063500001159032W4K8  HJYHK-J 005400370024
BI00B32W4    @4500184518    202201277282-1060                HOUSING SUB ASSEMBLY     CCN000008000000008000FN00000000020220101000008000NNE   20211124122808W4K83N0N  00000160000000955500001169032W4K8  HJYHK-J 005500360039
BI00B32W4    @4500184518    202201277123-2825                HOUSING                  CCN000042000000042000FN00000000020220101000042000NNE   20211124122808W4K83F0F  00000600000000958800001136432W4K8  HJYHK-J 005500360039
BI00B32W4    4500184529     202201207282-4855                HOUSING MALE ASS'Y       CCN000001200000001200FN00000000020220101000001200NNE   20211124122808W4K84N0N  00000120000001063200001283232W4K8  HJYHK-J 005500360039
BI00A32W4    4500184537     202201277158-3166-60             WIRE SEAL                CCN000040000000040000FN00000000020220101000040000NNE   20211124122808W4M51C0C  00004000000000104000000152432W4M5  HJYHK-J 002700430014
BI00B32W4    4500184552     202201277116-4111-02             TERMINAL                 CCN000007500000007500FN00000000020220101000007500NNE   20211124122808W4N84P0P  00000750000000529500000817732W4N8  HJYHK-J 006400630015
BI00B32W4    4500184552     202201277116-4121-02             TERMINAL                 CCN000004500000004500FN00000000020220101000004500NNE   20211124122808W4N84P0P  00000450000000618800000912432W4N8  HJYHK-J 006400630015
BI00B32W4    4500184492     202202107158-3167-80             WIRE SEAL                CCN001120000001120000FN00000000020220201001120000NNE   20211124122808W4B71C0C  00002000000000048000000109032W4B7  HJYHK-J 002700430014
BI00B32W4    4500184492     202202107158-3169-40             SEALING PLUG             CCN000080000000080000FN00000000020220201000080000NNE   20211124122808W4B71C0C  00004000000000156000000204132W4B7  HJYHK-J 004300260014
BI00B32W4    @4500184502    202202247183-8049                CONNECTOR HOUSING        CCN000160000000160000FN00000000020220201000160000NNE   20211124122808W9173F0F  00000400000000583600000740032W917  HJYHK   005400370024
BI00B32W4    4500184551     202202177116-4100-02             TERMINAL                 CCN000015000000015000FN00000000020220201000015000NNE   20211124122808W4N84P0P  00001500000000696000000990232W4N8  HJYHK-J 006400630015
BI00A32W4    4500184541     202203037114-4110-02             TERMINAL                 CCN000015000000015000FN00000000020220301000015000NNE   20211124122808W4604P0P  00001500000000901500001230132W460  HJYHK   006400630017
BI00A32W6    SW21121QMW     202111237327-6870-30             MULTI FUSE               CCN000004320000001440FY00000144020211201000000000NNM00020211124194355    4N0N  00000028800001015200001181132W6    SYSYA-WJ005400370024
BI00A32W6    SW21121QMW     202111247327-6874-30             MULTI FUSE               CCN000008928000006048FY00000604820211201000000000NNM00020211124194413    4N0N  00000028800000991400001157332W6    SYSYA-WJ005400370024
BI00A32W6    SW21121QMW     202111237327-6884-30             MULTI FUSE               CCN000008640000002880FY00000288020211201000000000NNM00020211124194438    4N0N  00000028800000988900001154832W6    SYSYA-WJ005400370024
BI00B32W9    4500184542     202201117116-4231-02             TERMINAL                 CCN000026000000026000FN00000000020220101000026000NNE   20211124122808W9  4P0P  00002600000000683800001012532W9    HKYHK   006400630017
BI00B32W9    4500184542     202201117116-4022                TERMINAL                 CCN000013500000013500FN00000000020220101000013500NNE   20211124122808W9  4P0P  00001350000000618300000903532W9    HKYHK   006400630015
BI00B32W9    4500184542     202201117114-4100-02             TERMINAL                 CCN000018000000018000FN00000000020220101000018000NNE   20211124122808W9  4P0P  00001800000000748800001077432W9    HKYHK   006400630017
BI00B32W9    4500184542     202201117283-5846                HOUSING                  CCN000001500000001500FN00000000020220101000001500NNE   20211124122808W9  1N0N  00000150000000885000001102032W9    HKYHK   005600390040
BI00A32X5    #TIB1045A      202111297172-5630-40             RUBBER STOPPER           CCN000140000000140000FN00000000020211201000140000NNEM0020211124152616X5  2H0H  00002000000000044000000095132X5    EPYNA-E 004300270014
BI00A32X5    TIB1048        202111267388-2978-30             HOUSING MALE ASS'Y       PCN000011040000004800FN00000000020220101000004800NNMM0020211124122808X5  1N0N  00000048000000742000001122032X5    EPYNA-E 005500360039
BI00A32X5    #TIB1051       202111297172-5630-40             RUBBER STOPPER           CCN000180000000180000FN00000000020220201000180000NNMM0020211124144455X5  2H0H  00002000000000044000000095132X5    EPYNA-E 004300270014
BI00A32Y8    TAIM21114      202112087114-4020                TERMINAL                 CCN000042000000042000FN00000000020220401000042000NNE   20211124122808Y8  4P0P  00002100000000875700001169332Y8    CLYCL   006400630015
BI00A32Y8    TAIM21114      202112087114-4021                TERMINAL                 CCN000015000000015000FN00000000020220401000015000NNE   20211124122808Y8  4P0P  00001500000000670500000964132Y8    CLYCL   006400630015
BI00A32Y8    TAIM21114      202112087114-4032                TERMINAL                 CCN000007500000007500FN00000000020220401000007500NNE   20211124122808Y8  4P0P  00000750000000735000001063632Y8    CLYCL   006400630017
BI00A32Y8    TAIM21114      202112087116-1180                TERMINAL                 CCN000019500000019500FN00000000020220401000019500NNE   20211124122808Y8  1P0P  00001950000000618200000903432Y8    CLYCL   006400630015
BI00A32Y8    TAIM21114      202112087235-8662                DOOR GROMMET             CCN000002240000002240FN00000000020220401000002240NNE   20211124122808Y8  4N0N  00000016000000844000001010032Y8    CLYCL   005500360039
BI00A32Y8    TAIM21114      202112087286-3970                CONNECTOR HOUSING        CCN000000660000000660FN00000000020220401000000660NNE   20211124122808Y8  1N0N  00000011000000977300001164032Y8    CLYCL   005500360039
BI00A32Y8    TAIM21114      202112087370-0309                J/B ASS'Y                CCN000000624000000624FN00000000020220401000000624NNE   20211124122808Y8  1J0J  00000001600000870400001260032Y8    CLYCL   005500360039
BI00A32Y8    TAIM21114      202112087370-0310                J/B ASS'Y                CCN000000600000000600FN00000000020220401000000600NNE   20211124122808Y8  1J0J  00000001000000559000000809032Y8    CLYCL   005500360039
BI00A32Y8    TAIM21114      202112087017-1183-02             TERMINAL                 CCN000027000000027000FN00000000020220401000027000NNE   20211124122808Y8  4P0P  00002700000001139400001307432Y8    CLYCL   005100280028
BI00A32Y8    TAIM21114      202112087116-1685-02             TERMINAL                 CCN000024000000024000FN00000000020220401000024000NNE   20211124122808Y8  4P0P  00002400000000897600001065232Y8    CLYCL   005100280028
BI00A32Y8    TAIM21114      202112087140-1977-30             UPPER COVER              CCN000001010000001010FN00000000020220401000001010NNE   20211124122808Y8  1F0F  00000001000000099500000249532Y8    CLYCL   005600390040
BI00A32Y8    TAIM21114      202112087283-1968-30             CONNECTOR                CCN000000900000000900FN00000000020220401000000900NNE   20211124122808Y8  1N0N  00000090000001140000001318332Y8    CLYCL   005600390040
BI00A32Y8    TAIM21114      202112087289-3342-30             HOUSING FEMALE ASS'Y     CCN000004800000004800FN00000000020220401000004800NNE   20211124122808Y8  1N0N  00000240000000686400000901432Y8    CLYCL   005500360039
BI00A32Y8    #TAIM21114     202112087035-2393                GROMMET                  CCN000002100000002100FN00000000020220401000002100NNE   20211124122808Y8  2H0H  00000010000001374000001581732Y8    CLYCL   005600390040
BI00A32Y8    #TAIM21114     202112087154-3456                REAR HOLDER              CCN000007000000007000FN00000000020220401000007000NNE   20211124122808Y8  2F0F  00000700000000581700000752032Y8    CLYCL   005500360039
BI00A32Y8    #TAIM21114     202112087157-7812                SEAL RUBBER              CCN000040000000040000FN00000000020220401000040000NNE   20211124122808Y8  2C0C  00001000000000137000000202032Y8    CLYCL   002700430014
BI00A32Y8    #TAIM21114     202112087173-1516                SIDE BRACKET             CCN000000600000000600FN00000000020220401000000600NNE   20211124122808Y8  2F0F  00000060000000960000001090032Y8    CLYCL   005500360039
BI00A32Y8    #TAIM21114     202112087174-0152                CONNECTOR                CCN000000700000000700FN00000000020220401000000700NNE   20211124122808Y8  2F0F  00000035000000746400000918632Y8    CLYCL   005500360039
BI00A32Y8    #TAIM21114     202112087187-3356                JOINT CONNECTOR          CCN000008400000008400FN00000000020220401000008400NNE   20211124122808Y8  2F0F  00000120000000759600001024432Y8    CLYCL   005600390040
BI00A32Y8    #TAIM21114     202112087187-3360                JOINT CONNECTOR          CCN000003600000003600FN00000000020220401000003600NNE   20211124122808Y8  2F0F  00000120000000759600001026832Y8    CLYCL   005600390040
BI00A32Y8    #TAIM21114     202112087187-3970                CONNECTOR FLAME          CCN000001104000001104FN00000000020220401000001104NNE   20211124122808Y8  2F0F  00000036800001414000001737332Y8    CLYCL   005600390040
BI00A32Y8    #TAIM21114     202112087187-3971                CONNECTOR HOUSING        CCN000002400000002400FN00000000020220401000002400NNE   20211124122808Y8  2F0F  00000240000000928300001099532Y8    CLYCL   005500360039
BI00A32Y8    #TAIM21114     202112087140-1978-30             LOWER COVER              CCN000000616000000616FN00000000020220401000000616NNE   20211124122808Y8  2F0F  00000000800000207100000395132Y8    CLYCL   005500360039
BI00A32Y8    #TAIM21114     202112087187-3358-30             JOINT CONNECTOR          CCN000001200000001200FN00000000020220401000001200NNE   20211124122808Y8  2F0F  00000120000000673200000940432Y8    CLYCL   005600390040
BI00A32Y8    #TAIM21114     202112087187-3976-60             CONNECTOR HOUSING        CCN000002400000002400FN00000000020220401000002400NNE   20211124122808Y8  2F0F  00000240000000902200001073332Y8    CLYCL   005500360039
