BI00B1200    2399T51815     202111257289-5979-30             HOUSING FEMALE ASS'Y     CCN000014616000008820FN00000000020211001000008820NNM00020211124150506    1N0N  0000002520000085470000106471200    YCYC    005400370024
BI00A1200    7242T51907     202112027289-3342-40             HOUSING FEMALE ASS'Y     CCN000024000000009600FN00000000020211001000009600NNE00020211124175127    1N0N  0000024000000068640000090141200    YCYC    005500360039
BI00A1200    2399T51815     202111237289-5979-30             HOUSING FEMALE ASS'Y     PCN000008820000002520FY00000252020211001000000000NNMM0020211124150506    1N0N  0000002520000085470000106471200    YCYC    005400370024
BI00A1200    2399T51815     202111267289-5979-30             HOUSING FEMALE ASS'Y     PCN000002520000002772FN00000000020211001000002772NNMM0020211124150506    1N0N  0000002520000085470000106471200    YCYC    005400370024
BI00A1200    2399T51813     202111267289-5979-30             HOUSING FEMALE ASS'Y     PCN000007560000001260FN00000000020211001000001260NNMD0220211124150620    1N0N  0000002520000085470000106471200    YCYC    005400370024
BI00B1200    #7360T51C01    202112237289-2914-40             HOUSING FEMALE ASS'Y     CCN000001500000001500FN00000000020220101000001500NNM   20211124122808    2N0N  0000015000000090450000103151200    YCYC    005400370024
BI00B1200    #7360T51C02    202201067289-2914-40             HOUSING FEMALE ASS'Y     CCN000001500000001500FN00000000020220101000001500NNM   20211124122808    2N0N  0000015000000090450000103151200    YCYC    005400370024
BI00B1200    #7360T51C03    202201137289-2914-40             HOUSING FEMALE ASS'Y     CCN000001500000001500FN00000000020220101000001500NNM   20211124122808    2N0N  0000015000000090450000103151200    YCYC    005400370024
BI00B1200    #7360T51C01    202112237289-2915-30             HOUSING FEMALE ASS'Y     CCN000001500000001500FN00000000020220101000001500NNM   20211124122808    2N0N  0000015000000096450000109151200    YCYC    005400360024
BI00B1200    #7360T51C02    202201067289-2915-30             HOUSING FEMALE ASS'Y     CCN000001500000001500FN00000000020220101000001500NNM   20211124122808    2N0N  0000015000000096450000109151200    YCYC    005400360024
BI00B1200    #7360T51C01    202112237289-2916-30             HOUSING FEMALE ASS'Y     CCN000001000000001000FN00000000020220101000001000NNM   20211124122808    2N0N  0000010000000085700000108401200    YCYC    005400360024
BI00B1200    #7360T51C01    202112237289-2917-30             HOUSING FEMALE ASS'Y     CCN000001000000001000FN00000000020220101000001000NNM   20211124122808    2N0N  0000010000000096400000109101200    YCYC    005400370024
BI00B1200    #7360T51C01    202112237289-2918-30             HOUSING FEMALE ASS'Y     CCN000001000000001000FN00000000020220101000001000NNM   20211124122808    2N0N  0000010000000101800000114501200    YCYC    005400360024
BI00B1200    #7360T51C01    202112237289-2918-40             HOUSING FEMALE ASS'Y     CCN000001000000001000FN00000000020220101000001000NNM   20211124122808    2N0N  0000010000000102000000114701200    YCYC    005400360024
BI00B1200    #7360T51C01    202112237289-2919-30             HOUSING FEMALE ASS'Y     CCN000003000000003000FN00000000020220101000003000NNM   20211124122808    2N0N  0000015000000090750000103451200    YCYC    005400360024
BI00B1200    7860T51C02     202112237158-3022-80             RUBBER STOPPER           CCN000015000000015000FN00000000020220101000015000NNM   20211124122808    1C0C  0000050000000046750000052401200    YCYC    002700430014
BI00B1200    #7860T51C01    202112237189-3031                HOUSING FEMALE           CCN000002400000002400FN00000000020220101000002400NNM   20211124122808    2F0F  0000024000000092880000136581200    YCYC    005500360039
BI00B1200    #7860T51C02    202112237189-3031                HOUSING FEMALE           CCN000004800000004800FN00000000020220101000004800NNM   20211124122808    2F0F  0000024000000092880000136581200    YCYC    005500360039
BI00B1200    #7860T51C03    202201067189-3031                HOUSING FEMALE           CCN000004800000004800FN00000000020220101000004800NNM   20211124122808    2F0F  0000024000000092880000136581200    YCYC    005500360039
BI00B1200    #7860T51C04    202201137189-3031                HOUSING FEMALE           CCN000002400000002400FN00000000020220101000002400NNM   20211124122808    2F0F  0000024000000092880000136581200    YCYC    005500360039
BI00B1200    #7860T51C05    202201277189-3031                HOUSING FEMALE           CCN000007200000007200FN00000000020220101000007200NNM   20211124122808    2F0F  0000024000000092880000136581200    YCYC    005500360039
BI00B1200    #7860T51C02    202112237172-5632-10             DUMMY PLUG               CCN000040000000040000FN00000000020220101000040000NNM   20211124122808    2H0H  0000200000000008040000013181200    YCYC    004300270014
BI00B1200    #7860T51C03    202201067172-5632-10             DUMMY PLUG               CCN000040000000040000FN00000000020220101000040000NNM   20211124122808    2H0H  0000200000000008040000013181200    YCYC    004300270014
BI00B1200    #7860T51C04    202201137172-5632-10             DUMMY PLUG               CCN000040000000040000FN00000000020220101000040000NNM   20211124122808    2H0H  0000200000000008040000013181200    YCYC    004300270014
BI00B1200    #7860T51C05    202201277172-5632-10             DUMMY PLUG               CCN000020000000020000FN00000000020220101000020000NNM   20211124122808    2H0H  0000200000000008040000013181200    YCYC    004300270014
BI00B1200    8100T51C01     202112237289-9553-30             SEALED ASSY FEMALE       CCN000002940000002940FN00000000020220101000002940NNM   20211124122808    4N0N  0000029400000110900000152151200    YCYC    005500360039
BI00B1200    8100T51C01     202112237289-9553-50             SEALED ASSY FEMALE       CCN000002940000002940FN00000000020220101000002940NNM   20211124122808    4N0N  0000029400000110810000152061200    YCYC    005500360039
BI00B1200    #8100T51C03    202112237174-1760-50             CAP                      CCN000006000000006000FN00000000020220101000006000NNM   20211124122808    2F0F  0000030000000081360000092261200    YCYC    005400370024
BI00B1200    #8100T51C06    202112237154-5597-30             CASSETTE R/B             CCN000001600000001600FN00000000020220101000001600NNM   20211124122808    2F0F  0000008000000073600000095201200    YCYC    005500360039
BI00B1200    #8100T51C07    202201067154-5597-30             CASSETTE R/B             CCN000001600000001600FN00000000020220101000001600NNM   20211124122808    2F0F  0000008000000073600000095201200    YCYC    005500360039
BI00B1200    #8100T51C08    202201137154-5597-30             CASSETTE R/B             CCN000001600000001600FN00000000020220101000001600NNM   20211124122808    2F0F  0000008000000073600000095201200    YCYC    005500360039
BI00B1200    O022B50029     202201067174-1849-70             COVER                    CCN000025000000025000FN00000000020220201000025000NNE   20211124122808    1F0F  0000250000000062250000076191200    YCYC    005400370024
BI00B1200    O022B50030     202201067298-1145-4W             SQUIB SUB ASS'Y          CCN000010000000010000FN00000000020220201000010000NNE   20211124122808    4N0N  0000100000000078790000094491200    YCYC    005400370024
BI00B1200    2399T51C08     202201207116-4100-02             TERMINAL                 CCN000030000000030000FN00000000020220201000030000NNM   20211124122808    4P0P  0000150000000069600000099021200    YCYC    006400630015
BI00B1200    2399T51C09     202201277116-4100-02             TERMINAL                 CCN000030000000030000FN00000000020220201000030000NNM   20211124122808    4P0P  0000150000000069600000099021200    YCYC    006400630015
BI00B1200    2399T51C08     202201207116-4111-02             TERMINAL                 CCN000060000000060000FN00000000020220201000060000NNM   20211124122808    4P0P  0000075000000052950000081771200    YCYC    006400630015
BI00B1200    2399T51C09     202201277116-4111-02             TERMINAL                 CCN000060000000060000FN00000000020220201000060000NNM   20211124122808    4P0P  0000075000000052950000081771200    YCYC    006400630015
BI00B1200    2399T51C08     202201207137-3047-30             UNIT PACKING             CCN000004000000004000FN00000000020220201000004000NNM   20211124122808    1C0C  0000010000000017050000021891200    YCYC    002700430014
BI00B1200    2399T51C09     202201277137-3047-30             UNIT PACKING             CCN000003000000003000FN00000000020220201000003000NNM   20211124122808    1C0C  0000010000000017050000021891200    YCYC    002700430014
BI00B1200    2399T51C08     202201207158-3022-80             RUBBER STOPPER           CCN000005000000005000FN00000000020220201000005000NNM   20211124122808    1C0C  0000050000000046750000052401200    YCYC    002700430014
BI00B1200    2399T51C09     202201277158-3022-80             RUBBER STOPPER           CCN000005000000005000FN00000000020220201000005000NNM   20211124122808    1C0C  0000050000000046750000052401200    YCYC    002700430014
BI00B1200    2399T51C08     202201207172-5402-30             SEAL RUBBER              CCN000008000000008000FN00000000020220201000008000NNM   20211124122808    1C0C  0000080000000045760000050601200    YCYC    004300270014
BI00B1200    2399T51C09     202201277172-5402-30             SEAL RUBBER              CCN000008000000008000FN00000000020220201000008000NNM   20211124122808    1C0C  0000080000000045760000050601200    YCYC    004300270014
BI00B1200    2399T51C08     202201207172-5403-30             SEALED PACKING           CCN000012000000012000FN00000000020220201000012000NNM   20211124122808    1C0C  0000040000000065360000070171200    YCYC    004300270014
BI00B1200    2399T51C09     202201277172-5403-30             SEALED PACKING           CCN000012000000012000FN00000000020220201000012000NNM   20211124122808    1C0C  0000040000000065360000070171200    YCYC    004300270014
BI00B1200    2399T51C08     202201207172-5540-80             SEALED WIRE SEAL         CCN000040000000040000FN00000000020220201000040000NNM   20211124122808    1C0C  0000200000000018600000023441200    YCYC    004300270014
BI00B1200    2399T51C09     202201277172-5540-80             SEALED WIRE SEAL         CCN000040000000040000FN00000000020220201000040000NNM   20211124122808    1C0C  0000200000000018600000023441200    YCYC    004300270014
BI00B1200    2399T51C08     202201207173-3291-40             LIF LEVER                CCN000009600000009600FN00000000020220201000009600NNM   20211124122808    1F0F  0000024000000086780000106781200    YCYC    005500360039
BI00B1200    2399T51C09     202201277173-3291-40             LIF LEVER                CCN000007200000007200FN00000000020220201000007200NNM   20211124122808    1F0F  0000024000000086780000106781200    YCYC    005500360039
BI00B1200    #2399T51C08    202201207154-5597-30             CASSETTE R/B             CCN000096800000096800FN00000000020220201000096800NNM   20211124122808    2F0F  0000008000000073600000095201200    YCYC    005500360039
BI00B1200    #2399T51C09    202201277154-5597-30             CASSETTE R/B             CCN000096000000096000FN00000000020220201000096000NNM   20211124122808    2F0F  0000008000000073600000095201200    YCYC    005500360039
BI00B1200    #2399T51C08    202202177173-3225-10             LIF LEVER                CCN000042400000022400FN00000000020220201000022400NNMD0420211124161504    2F0F  0000008000000059200000071201200    YCYC    005500360039
BI00B1200    #2399T51C09    202203107173-3225-10             LIF LEVER                CCN000042400000042400FN00000000020220201000042400NNMD0420211124161529    2F0F  0000008000000059200000071201200    YCYC    005500360039
BI00B1200    #2399T51C08    202201207174-1270-30             SEALED COVER             CCN000000800000000800FN00000000020220201000000800NNM   20211124122808    2F0F  0000008000000056070000067911200    YCYC    005500360039
BI00B1200    #2399T51C08    202201207174-1271-30             SEALED COVER             CCN000000320000000320FN00000000020220201000000320NNM   20211124122808    2F0F  0000003200000038370000050211200    YCYC    005500360039
BI00B1200    #2399T51C09    202201277174-1271-30             SEALED COVER             CCN000000320000000320FN00000000020220201000000320NNM   20211124122808    2F0F  0000003200000038370000050211200    YCYC    005500360039
BI00B1200    #2399T51C08    202201207174-1314-30             SEALED COVER             CCN000005600000005600FN00000000020220201000005600NNM   20211124122808    2F0F  0000008000000076930000088931200    YCYC    005500360039
BI00B1200    #2399T51C09    202201277174-1314-30             SEALED COVER             CCN000005600000005600FN00000000020220201000005600NNM   20211124122808    2F0F  0000008000000076930000088931200    YCYC    005500360039
BI00B1200    #2399T51C08    202201207174-1315-30             SEALED COVER             CCN000012800000012800FN00000000020220201000012800NNM   20211124122808    2F0F  0000008000000078200000090201200    YCYC    005500360039
BI00B1200    #2399T51C09    202201277174-1315-30             SEALED COVER             CCN000012800000012800FN00000000020220201000012800NNM   20211124122808    2F0F  0000008000000078200000090201200    YCYC    005500360039
BI00B1200    2399T51C13     202201207174-1849-70             COVER                    CCN000050000000050000FN00000000020220201000050000NNM   20211124122808    1F0F  0000250000000062250000076191200    YCYC    005400370024
BI00B1200    2399T51C14     202201277174-1849-70             COVER                    CCN000025000000025000FN00000000020220201000025000NNM   20211124122808    1F0F  0000250000000062250000076191200    YCYC    005400370024
BI00B1200    2399T51C13     202201207195-0783-08             TERMINAL                 CCN000060000000060000FN00000000020220201000060000NNM   20211124122808    4P0P  0000300000000050700000080121200    YCYC    006400630015
BI00B1200    2399T51C14     202201277195-0783-08             TERMINAL                 CCN000060000000060000FN00000000020220201000060000NNM   20211124122808    4P0P  0000300000000050700000080121200    YCYC    006400630015
BI00B1200    2399T51C13     202201207196-0549-02             TERMINAL ALUMINIUM       CCN000038000000038000FN00000000020220201000038000NNM   20211124122808    4P0P  0000380000000059280000097921200    YCYC    006400630017
BI00B1200    2399T51C13     202201207196-0648-02             TERMINAL                 CCN000045000000045000FN00000000020220201000045000NNM   20211124122808    4P0P  0000150000000035550000068971200    YCYC    006400630015
BI00B1200    2399T51C14     202201277196-0648-02             TERMINAL                 CCN000045000000045000FN00000000020220201000045000NNM   20211124122808    4P0P  0000150000000035550000068971200    YCYC    006400630015
BI00B1200    2399T51C13     202201207196-0805-02             TERMINAL FEMALE          CCN000067500000067500FN00000000020220201000067500NNM   20211124122808    4P0P  0000225000000055800000084321200    YCYC    006400630015
BI00B1200    2399T51C14     202201277196-0805-02             TERMINAL FEMALE          CCN000067500000067500FN00000000020220201000067500NNM   20211124122808    4P0P  0000225000000055800000084321200    YCYC    006400630015
BI00B1200    #2399T51C13    202201207174-1515                FRONT DOOR COVER         CCN000007800000007800FN00000000020220201000007800NNM   20211124122808    2F0F  0000006000000049020000061021200    YCYC    005500360039
BI00B1200    #2399T51C14    202201277174-1515                FRONT DOOR COVER         CCN000007800000007800FN00000000020220201000007800NNM   20211124122808    2F0F  0000006000000049020000061021200    YCYC    005500360039
BI00B1200    #2399T51C13    202201207189-3033                HOUSING FEMALE           CCN000012800000012800FN00000000020220201000012800NNM   20211124122808    2F0F  0000016000000121120000143121200    YCYC    005500360039
BI00B1200    #2399T51C14    202201277189-3033                HOUSING FEMALE           CCN000012800000012800FN00000000020220201000012800NNM   20211124122808    2F0F  0000016000000121120000143121200    YCYC    005500360039
BI00B1200    #2399T51C13    202201207189-3034-30             HOUSING FEMALE           CCN000009600000009600FN00000000020220201000009600NNM   20211124122808    2F0F  0000016000000097280000119281200    YCYC    005500360039
BI00B1200    #2399T51C14    202201277189-3034-30             HOUSING FEMALE           CCN000009600000009600FN00000000020220201000009600NNM   20211124122808    2F0F  0000016000000097280000119281200    YCYC    005500360039
BI00B1200    #2399T51C13    202201207189-3036                HOUSING FEMALE           CCN000011200000011200FN00000000020220201000011200NNM   20211124122808    2F0F  0000016000000092160000114161200    YCYC    005500360039
BI00B1200    #2399T51C14    202201277189-3036                HOUSING FEMALE           CCN000011200000011200FN00000000020220201000011200NNM   20211124122808    2F0F  0000016000000092160000114161200    YCYC    005500360039
BI00B1200    #2399T51C13    202201207198-1373-60             HOUSING FEMALE           CCN000008000000008000FN00000000020220201000008000NNM   20211124122808    2F0F  0000020000000081940000094741200    YCYC    005400370024
BI00B1200    #2399T51C14    202201277198-1373-60             HOUSING FEMALE           CCN000008000000008000FN00000000020220201000008000NNM   20211124122808    2F0F  0000020000000081940000094741200    YCYC    005400370024
BI00B1200    2399T51C18     202201207287-9323                UNSEALED HOUSING SUB     CCN000007200000007200FN00000000020220201000007200NNM   20211124122808    1N0N  0000024000000053760000069001200    YCYC    005600390023
BI00B1200    2399T51C19     202201277287-9323                UNSEALED HOUSING SUB     CCN000007200000007200FN00000000020220201000007200NNM   20211124122808    1N0N  0000024000000053760000069001200    YCYC    005600390023
BI00B1200    2399T51C18     202201207287-9323-30             UNSEALED HOUSING SUB     CCN000002400000002400FN00000000020220201000002400NNM   20211124122808    1N0N  0000024000000053760000069001200    YCYC    005600390023
BI00B1200    2399T51C19     202201277287-9323-30             UNSEALED HOUSING SUB     CCN000002400000002400FN00000000020220201000002400NNM   20211124122808    1N0N  0000024000000053760000069001200    YCYC    005600390023
BI00B1200    2399T51C18     202201207288-3334-30             HOUSING MALE             CCN000001500000001500FN00000000020220201000001500NNM   20211124122808    4N0N  0000015000000086700000101201200    YCYC    005400370024
BI00B1200    2399T51C19     202201277288-3334-30             HOUSING MALE             CCN000001500000001500FN00000000020220201000001500NNM   20211124122808    4N0N  0000015000000086700000101201200    YCYC    005400370024
BI00B1200    2399T51C18     202201207288-3339-30             HOUSING MALE             CCN000003000000003000FN00000000020220201000003000NNM   20211124122808    4N0N  0000015000000086700000101201200    YCYC    005400370024
BI00B1200    2399T51C19     202201277288-3339-30             HOUSING MALE             CCN000003000000003000FN00000000020220201000003000NNM   20211124122808    4N0N  0000015000000086700000101201200    YCYC    005400370024
BI00B1200    2399T51C18     202201207288-6547                CONNECTOR MALE ASS'Y     CCN000240000000240000FN00000000020220201000240000NNM   20211124122808    4N0N  0000007500000120530000134031200    YCYC    005400370024
BI00B1200    2399T51C19     202201277288-6547                CONNECTOR MALE ASS'Y     CCN000240000000240000FN00000000020220201000240000NNM   20211124122808    4N0N  0000007500000120530000134031200    YCYC    005400370024
BI00B1200    2399T51C18     202201207288-6598-70             HOUSING MALE ASS'Y       CCN000015840000015840FN00000000020220201000015840NNM   20211124122808    4N0N  0000014400000107420000142921200    YCYC    005500360039
BI00B1200    2399T51C19     202201277288-6598-70             HOUSING MALE ASS'Y       CCN000015840000015840FN00000000020220201000015840NNM   20211124122808    4N0N  0000014400000107420000142921200    YCYC    005500360039
BI00B1200    2399T51C18     202201207289-0269                HOUSING SUB ASSEMBLY     CCN000014400000014400FN00000000020220201000014400NNM   20211124122808    1N0N  0000016000000100210000123451200    YCYC    005500360039
BI00B1200    2399T51C19     202201277289-0269                HOUSING SUB ASSEMBLY     CCN000014400000014400FN00000000020220201000014400NNM   20211124122808    1N0N  0000016000000100210000123451200    YCYC    005500360039
BI00B1200    2399T51C18     202201207289-3342-30             HOUSING FEMALE ASS'Y     CCN000004800000004800FN00000000020220201000004800NNM   20211124122808    1N0N  0000024000000068640000090141200    YCYC    005500360039
BI00B1200    2399T51C19     202201277289-3342-30             HOUSING FEMALE ASS'Y     CCN000004800000004800FN00000000020220201000004800NNM   20211124122808    1N0N  0000024000000068640000090141200    YCYC    005500360039
BI00B1200    2399T51C18     202201207289-4212-80             SEALED HOUSING ASS'Y     CCN000016000000016000FN00000000020220201000016000NNM   20211124122808    4N0N  0000020000000084860000097861200    YCYC    005400370024
BI00B1200    2399T51C19     202201277289-4212-80             SEALED HOUSING ASS'Y     CCN000016000000016000FN00000000020220201000016000NNM   20211124122808    4N0N  0000020000000084860000097861200    YCYC    005400370024
BI00B1200    2399T51C18     202201207289-5979-30             HOUSING FEMALE ASS'Y     CCN000023940000023940FN00000000020220201000023940NNM   20211124122808    1N0N  0000002520000085470000106471200    YCYC    005400370024
BI00B1200    2399T51C19     202201277289-5979-30             HOUSING FEMALE ASS'Y     CCN000023940000023940FN00000000020220201000023940NNM   20211124122808    1N0N  0000002520000085470000106471200    YCYC    005400370024
BI00B1200    2399T51C18     202201207289-6159-30             HOUSING FEMALE ASS'Y     CCN000000240000000240FN00000000020220201000000240NNM   20211124122808    4N0N  0000002400000109500000137501200    YCYC    005500360039
BI00B1200    2399T51C19     202201277289-6159-30             HOUSING FEMALE ASS'Y     CCN000000240000000240FN00000000020220201000000240NNM   20211124122808    4N0N  0000002400000109500000137501200    YCYC    005500360039
BI00B1200    2399T51C18     202201207289-6160-30             HOUSING FEMALE ASS'Y     CCN000000320000000320FN00000000020220201000000320NNM   20211124122808    4N0N  0000001600000103740000132041200    YCYC    005500360039
BI00B1200    2399T51C19     202201277289-6160-30             HOUSING FEMALE ASS'Y     CCN000000320000000320FN00000000020220201000000320NNM   20211124122808    4N0N  0000001600000103740000132041200    YCYC    005500360039
BI00B1200    2399T51C18     202201207289-6518-30             HOUSING FEMALE ASS'Y     CCN000007200000007200FN00000000020220201000007200NNM   20211124122808    1N0N  0000012000000082920000104921200    YCYC    005500360039
BI00B1200    2399T51C19     202201277289-6518-30             HOUSING FEMALE ASS'Y     CCN000007200000007200FN00000000020220201000007200NNM   20211124122808    1N0N  0000012000000082920000104921200    YCYC    005500360039
BI00B1200    #2399T51C18    202201207289-2912-40             HOUSING FEMALE ASS'Y     CCN000010000000010000FN00000000020220201000010000NNM   20211124122808    2N0N  0000020000000080400000093101200    YCYC    005400370024
BI00B1200    #2399T51C19    202201277289-2912-40             HOUSING FEMALE ASS'Y     CCN000010000000010000FN00000000020220201000010000NNM   20211124122808    2N0N  0000020000000080400000093101200    YCYC    005400370024
BI00B1200    #2399T51C18    202201207289-2913-30             HOUSING FEMALE ASS'Y     CCN000003000000003000FN00000000020220201000003000NNM   20211124122808    2N0N  0000015000000090750000103451200    YCYC    005400360024
BI00B1200    #2399T51C19    202201277289-2913-30             HOUSING FEMALE ASS'Y     CCN000003000000003000FN00000000020220201000003000NNM   20211124122808    2N0N  0000015000000090750000103451200    YCYC    005400360024
BI00B1200    #2399T51C18    202201207289-3622-30             HOUSING FEMALE ASS'Y     CCN000000432000000432FN00000000020220201000000432NNM   20211124122808    2N0N  0000004320000083940000103841200    YCYC    005400370024
BI00B1200    #2399T51C19    202201277289-3622-30             HOUSING FEMALE ASS'Y     CCN000000432000000432FN00000000020220201000000432NNM   20211124122808    2N0N  0000004320000083940000103841200    YCYC    005400370024
BI00B1200    #2399T51C18    202201207289-4200-30             HOUSING FEMALE ASS'Y     CCN000050000000050000FN00000000020220201000050000NNM   20211124122808    2N0N  0000020000000092600000102101200    YCYC    005400370024
BI00B1200    #2399T51C19    202201277289-4200-30             HOUSING FEMALE ASS'Y     CCN000050000000050000FN00000000020220201000050000NNM   20211124122808    2N0N  0000020000000092600000102101200    YCYC    005400370024
BI00B1200    2399T51C25     202201277289-6524-30             HOUSING FEMALE ASS'Y     CCN000002880000002880FN00000000020220201000002880NNM   20211124122808    4N0N  0000002400000135120000166621200    YCYC    005500360039
BI00B1200    2399T51C25     202201277289-6547                HOUSING FEMALE ASS'Y     CCN000170400000170400FN00000000020220201000170400NNM   20211124122808    1N0N  0000024000000115200000136201200    YCYC    005500360039
BI00B1200    2399T51C25     202201277289-6597-70             HOUSING FEMALE ASS'Y     CCN000008640000008640FN00000000020220201000008640NNM   20211124122808    4N0N  0000021600000128950000153951200    YCYC    005500360039
BI00B1200    2399T51C25     202201277289-6868-30             SEALED ASSY FEMALE       CCN000015120000015120FN00000000020220201000015120NNM   20211124122808    4N0N  0000025200000083920000111921200    YCYC    005500360039
BI00B1200    2399T51C25     202201277289-7212-30             HOUSING FEMALE ASS'Y     CCN000007920000007920FN00000000020220201000007920NNM   20211124122808    4N0N  0000002400000138840000159341200    YCYC    005500360039
BI00B1200    2399T51C25     202201277289-7970                HYBRID FEMALE ASS'Y      CCN000005120000005120FN00000000020220201000005120NNM   20211124122808    1N0N  0000003200000073820000096471200    YCYC    005400370024
BI00B1200    2399T51C25     202201277289-9553-30             SEALED ASSY FEMALE       CCN000005880000005880FN00000000020220201000005880NNM   20211124122808    4N0N  0000029400000110900000152151200    YCYC    005500360039
BI00B1200    2399T51C25     202201277289-9553-50             SEALED ASSY FEMALE       CCN000014700000014700FN00000000020220201000014700NNM   20211124122808    4N0N  0000029400000110810000152061200    YCYC    005500360039
BI00B1200    2399T51C25     202201277289-9612-30             HOUSING FEMALE ASS'Y     CCN000000480000000480FN00000000020220201000000480NNM   20211124122808    4N0N  0000002400000134880000166881200    YCYC    005500360039
BI00B1200    2399T51C25     202201277289-9613-30             HOUSING FEMALE ASS'Y     CCN000000240000000240FN00000000020220201000000240NNM   20211124122808    4N0N  0000002400000126990000154371200    YCYC    005500360039
BI00B1200    2399T51C25     202201277298-1145-4W             SQUIB SUB ASS'Y          CCN000040000000040000FN00000000020220201000040000NNM   20211124122808    4N0N  0000100000000078790000094491200    YCYC    005400370024
BI00B1200    2399T51C25     202201277298-2853-30             HOUSING FEMALE ASS'Y     CCN000000240000000240FN00000000020220201000000240NNM   20211124122808    4N0N  0000002400000109490000136091200    YCYC    005500360039
BI00B1200    2399T51C25     202201277298-3990-30             HOUSING FEMALE ASS'Y     CCN000001200000001200FN00000000020220201000001200NNM   20211124122808    4NON  0000002400000120890000157391200    YCYC    005500360039
BI00B1200    2399T51C25     202201277298-4094-10             HOUSING FEMALE ASS'Y     CCN000016900000016900FN00000000020220201000016900NNM   20211124122808    4N0N  0000033800000109740000135871200    YCYC    005400370024
BI00B1200    7242T51C01     202201067289-4696-30             HOUSING FEMALE ASS'Y     CCN000002000000002000FN00000000020220201000002000NNM   20211124122808    4N0N  0000020000000091340000105541200    YCYC    005400370024
BI00B1200    7242T51C03     202201207158-3022-80             RUBBER STOPPER           CCN000005000000005000FN00000000020220201000005000NNM   20211124122808    1C0C  0000050000000046750000052401200    YCYC    002700430014
BI00B1200    #7242T51C01    202201067172-5632-10             DUMMY PLUG               CCN000040000000040000FN00000000020220201000040000NNM   20211124122808    2H0H  0000200000000008040000013181200    YCYC    004300270014
BI00B1200    #7242T51C02    202201137187-3359-60             JOINT CONNECTOR          CCN000001200000001200FN00000000020220201000001200NNM   20211124122808    2F0F  0000012000000076320000103041200    YCYC    005600390040
BI00B1200    #7242T51C04    202201277187-3359-60             JOINT CONNECTOR          CCN000004800000004800FN00000000020220201000004800NNM   20211124122808    2F0F  0000012000000076320000103041200    YCYC    005600390040
BI00B1200    #7242T51C03    202201207187-3360                JOINT CONNECTOR          CCN000002400000002400FN00000000020220201000002400NNM   20211124122808    2F0F  0000012000000075960000102681200    YCYC    005600390040
BI00B1200    #7242T51C03    202201207187-3361-40             JOINT CONNECTOR          CCN000002400000002400FN00000000020220201000002400NNM   20211124122808    2F0F  0000012000000067680000094401200    YCYC    005600390040
BI00B1200    #7242T51C04    202201277187-3356                JOINT CONNECTOR          CCN000006000000006000FN00000000020220201000006000NNM   20211124122808    2F0F  0000012000000075960000102441200    YCYC    005600390040
BI00B1200    #7242T51C04    202201277187-3357-40             JOINT CONNECTOR          CCN000001200000001200FN00000000020220201000001200NNM   20211124122808    2F0F  0000012000000076200000102921200    YCYC    005600390040
BI00B1200    #7242T51C04    202201277187-3358-30             JOINT CONNECTOR          CCN000003600000003600FN00000000020220201000003600NNM   20211124122808    2F0F  0000012000000067320000094041200    YCYC    005600390040
BI00B1200    7860T51C06     202201207288-3332-30             HOUSING MALE             CCN000001500000001500FN00000000020220201000001500NNM   20211124122808    4N0N  0000015000000086070000100571200    YCYC    005400370024
BI00B1200    7860T51C06     202201207288-3338-30             HOUSING MALE             CCN000001500000001500FN00000000020220201000001500NNM   20211124122808    4N0N  0000015000000086610000101201200    YCYC    005400370024
BI00B1200    7860T51C06     202201207289-3342-30             HOUSING FEMALE ASS'Y     CCN000002400000002400FN00000000020220201000002400NNM   20211124122808    1N0N  0000024000000068640000090141200    YCYC    005500360039
BI00B1200    8100T51C02     202201137289-9553-30             SEALED ASSY FEMALE       CCN000002940000002940FN00000000020220201000002940NNM   20211124122808    4N0N  0000029400000110900000152151200    YCYC    005500360039
BI00B1200    8100T51C02     202201137289-9553-50             SEALED ASSY FEMALE       CCN000002940000002940FN00000000020220201000002940NNM   20211124122808    4N0N  0000029400000110810000152061200    YCYC    005500360039
BI00B1200    #8100T51C04    202201067174-1760-50             CAP                      CCN000006000000006000FN00000000020220201000006000NNM   20211124122808    2F0F  0000030000000081360000092261200    YCYC    005400370024
BI00B1200    #8100T51C05    202201137174-1760-50             CAP                      CCN000006000000006000FN00000000020220201000006000NNM   20211124122808    2F0F  0000030000000081360000092261200    YCYC    005400370024
BI00A1200    2399T51813     202111297289-5979-30             HOUSING FEMALE ASS'Y     PCN000006300000004032FN00000000020211001000004032NNMD0220211124150845    1N0N  0000002520000085470000106471200    YCYC    005400370024
BI00A1200    2399T51813     202111307289-5979-30             HOUSING FEMALE ASS'Y     PCN000002268000002268FN00000000020211001000002268NNMD0220211124150845    1N0N  0000002520000085470000106471200    YCYC    005400370024
BI00B1200    #2399T51C06    202202037173-3225-10             LIF LEVER                CCN000020000000020000FN00000000020220101000020000NNMD0420211124161401    2F0F  0000008000000059200000071201200    YCYC    005500360039
BI00B1200    #2399T51C08    202203037173-3225-10             LIF LEVER                CCN000020000000020000FN00000000020220201000020000NNMD0420211124161509    2F0F  0000008000000059200000071201200    YCYC    005500360039
BI00A32B1    #A22006        202111297157-3891                RUBBER STOPPER           CCN000020000000020000FN00000000020220301000020000NNMM0020211124170506B1  2H0H  00001000000000145000000241732B1    AXARNE-M004300270014
